	MM_Col	MM_Kb	MM_FC	MM_DEG	OG	KO.id	KO.description
PSPTO_4346	5.40483451167513	3.93625713132129	1.46857738035384	up			
PSPTO_4348	5.0535116587906	5.16289708562491	-0.10938542683431	nonDEG	OG0004932		
PSPTO_4349	5.70927097480328	6.24928984834357	-0.54001887354029	nonDEG	OG0000319	K06131	clsA_B; cardiolipin synthase A/B [EC:2.7.8.-]
PSPTO_4350	5.82463714471646	6.7116680304031	-0.88703088568664	nonDEG	OG0003362		
PSPTO_4351	2.39731284012368	2.57385095174433	-0.17653811162065	nonDEG	OG0003807		
PSPTO_4352	6.47830953454242	6.34086581025993	0.13744372428249	nonDEG	OG0000653		
PSPTO_4353	2.19094546434159	2.00179699215854	0.18914847218305	nonDEG	OG0001543	K22310	olsB; L-ornithine Nalpha-acyltransferase [EC:2.3.2.30]
PSPTO_4354	2.24197430992167	2.55365757437453	-0.31168326445286	nonDEG	OG0001984	K22617	olsA; lyso-ornithine lipid O-acyltransferase [EC:2.3.1.270]
PSPTO_4355	4.34615559660018	4.21351542651017	0.13264017009001	nonDEG	OG0002414	K08682	acpH; acyl carrier protein phosphodiesterase [EC:3.1.4.14]
PSPTO_4356	5.69397107281195	4.95900050053255	0.7349705722794	nonDEG	OG0000048	K03892	arsR; ArsR family transcriptional regulator, arsenate/arsenite/antimonite-responsive transcriptional repressor
PSPTO_4357	4.55572241842768	3.29880618555083	1.25691623287685	up	OG0000158	K19577	ydhP; MFS transporter, DHA1 family, inner membrane transport protein
PSPTO_4358	6.14546485819633	6.46011092423802	-0.31464606604169	nonDEG	OG0000129	K10680	nemA; N-ethylmaleimide reductase [EC:1.-.-.-]
PSPTO_4359	7.33070084498756	7.87998005150758	-0.54927920652002	nonDEG	OG0003512		
PSPTO_4360	5.84912493711212	5.71839251573987	0.13073242137225	nonDEG	OG0000681	K22320	oleD; 2-alkyl-3-oxoalkanoate reductase [EC:1.1.1.412]
PSPTO_4361	3.94902039716243	4.0474735808126	-0.0984531836501699	nonDEG	OG0001852	K05596	iciA; LysR family transcriptional regulator, chromosome initiation inhibitor
PSPTO_4362	3.07829115735203	4.39072760259212	-1.31243644524009	down	OG0001526	K06895	lysE; L-lysine exporter family protein LysE/ArgO
PSPTO_4363	13.11913486823	13.814261149051	-0.695126280820999	nonDEG	OG0000345	K04564	SOD2; superoxide dismutase, Fe-Mn family [EC:1.15.1.1]
PSPTO_4365	6.90274277668633	6.96830776099263	-0.0655649843062998	nonDEG	OG0000002	K21023	mucR; diguanylate cyclase [EC:2.7.7.65]
PSPTO_4366	10.3709976975401	9.67519418989285	0.69580350764725	nonDEG	OG0003062	K07231	putative iron-regulated protein
PSPTO_4367	5.83871296008266	6.75323058442728	-0.91451762434462	nonDEG	OG0002751		
PSPTO_4368	5.30496895267209	5.42360747305386	-0.118638520381769	nonDEG	OG0003064	K07338	uncharacterized protein
PSPTO_4369	4.37687211384312	4.25555017250029	0.12132194134283	nonDEG	OG0003065	K09947	uncharacterized protein
PSPTO_4370	7.15114909134407	4.85813976289691	2.29300932844716	up	OG0003884		
PSPTO_4371	6.90058873244504	3.69327197503856	3.20731675740648	up	OG0003520		
PSPTO_4372	5.01985243241238	4.27411564577445	0.74573678663793	nonDEG	OG0002187		
PSPTO_4373	5.93203507454109	6.39784497312767	-0.46580989858658	nonDEG	OG0001583		
PSPTO_4374	6.5471023052998	6.52850915946449	0.0185931458353101	nonDEG	OG0001222		
PSPTO_4375	5.48982931327355	3.411498436691	2.07833087658255	up	OG0002257	K12978	lpxF; lipid A 4'-phosphatase [EC:3.1.3.-]
PSPTO_4376	9.70469946202426	12.2082994949622	-2.50360003293794	down	OG0000764	K04077	groEL; chaperonin GroEL
PSPTO_4377	7.6098963955339	9.04582241399117	-1.43592601845727	down	OG0001112	K04078	groES; chaperonin GroES
PSPTO_4378	4.2560369448831	5.91984935685076	-1.66381241196766	down			
PSPTO_4379	4.19575696631067	5.81435732218478	-1.61860035587411	down	OG0002258	K07113	fxsA; UPF0716 protein FxsA
PSPTO_4380	6.65633619783565	7.04815120577645	-0.3918150079408	nonDEG	OG0000001	K00059	fabG; 3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]
PSPTO_4381	6.78908945956601	7.75221945680833	-0.96312999724232	nonDEG	OG0003522		
PSPTO_4382	2.50924717632774	2.00062345958057	0.50862371674717	nonDEG	OG0001331	K07443	ybaZ; methylated-DNA-protein-cysteine methyltransferase related protein
PSPTO_4383	5.76858978688507	7.07299484637826	-1.30440505949319	down	OG0001455	K08218	ampG; MFS transporter, PAT family, beta-lactamase induction signal transducer AmpG
PSPTO_4384	3.93053321271391	5.00039156783345	-1.06985835511954	down			
PSPTO_4385	7.39089335893142	7.83401771460074	-0.44312435566932	nonDEG	OG0000208	K11904	vgrG; type VI secretion system secreted protein VgrG
PSPTO_4386	5.63140523076293	5.80939117496477	-0.177985944201841	nonDEG			
PSPTO_4387	4.3743689758706	4.04550905776138	0.32885991810922	nonDEG			
PSPTO_4388	3.33578313074738	1.84198744768334	1.49379568306404	nonDEG			
PSPTO_4389	2.1574412633858	2.34995226471959	-0.19251100133379	nonDEG	OG0000138		
PSPTO_4392	6.04731722071744	6.9340775047454	-0.88676028402796	nonDEG	OG0000103	K22044	ybiO; moderate conductance mechanosensitive channel
PSPTO_4393	6.57735375194556	6.89591638751624	-0.318562635570681	nonDEG	OG0001329	K09767	yajQ; cyclic-di-GMP-binding protein
PSPTO_4394	6.15574971714481	6.49893441057491	-0.3431846934301	nonDEG	OG0002493	K00077	panE; 2-dehydropantoate 2-reductase [EC:1.1.1.169]
PSPTO_4395	7.1681415906831	7.16030713599109	0.00783445469201016	nonDEG	OG0002017		
PSPTO_4396	5.2719508981781	4.84506942093417	0.42688147724393	nonDEG	OG0001330	K00798	MMAB; cob(I)alamin adenosyltransferase [EC:2.5.1.17]
PSPTO_4397	3.82256090445232	4.4320626199779	-0.60950171552558	nonDEG	OG0000055	K03574	mutT; 8-oxo-dGTP diphosphatase [EC:3.6.1.55]
PSPTO_4398	4.98341043926032	5.2593801769704	-0.27596973771008	nonDEG	OG0001638	K00799	GST; glutathione S-transferase [EC:2.5.1.18]
PSPTO_4399	6.86114917727099	7.40543397436032	-0.54428479708933	nonDEG	OG0001711	K00620	argJ; glutamate N-acetyltransferase / amino-acid N-acetyltransferase [EC:2.3.1.35 2.3.1.1]
PSPTO_4400	10.3691766448088	10.8504583262663	-0.481281681457501	nonDEG	OG0000618	K03070	secA; preprotein translocase subunit SecA
PSPTO_4401	5.77201069412664	5.79703749593754	-0.0250268018109008	nonDEG	OG0002749		
PSPTO_4402	6.37357635930473	6.72959111999783	-0.356014760693101	nonDEG	OG0001430	K02535	lpxC; UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase [EC:3.5.1.108]
PSPTO_4403	7.95961006278321	8.23804905001512	-0.278438987231909	nonDEG	OG0000741	K03531	ftsZ; cell division protein FtsZ
PSPTO_4404	7.1234371004277	7.77289243711178	-0.64945533668408	nonDEG	OG0001194	K03590	ftsA; cell division protein FtsA
PSPTO_4405	4.5650536727328	6.01427452057984	-1.44922084784704	down	OG0001820	K03589	ftsQ; cell division protein FtsQ
PSPTO_4406	5.91034532363584	7.23296903700816	-1.32262371337232	down	OG0000504	K01921	ddl; D-alanine-D-alanine ligase [EC:6.3.2.4]
PSPTO_4407	6.92546676697096	7.8307448967142	-0.90527812974324	nonDEG	OG0000908	K01924	murC; UDP-N-acetylmuramate--alanine ligase [EC:6.3.2.8]
PSPTO_4408	5.48919096766275	7.01494906724141	-1.52575809957866	down	OG0000907	K02563	murG; UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase [EC:2.4.1.227]
PSPTO_4409	5.95808054760129	7.39860238004794	-1.44052183244665	down	OG0000178	K03588	ftsW; cell division protein FtsW
PSPTO_4410	6.91544903870816	8.12230232521869	-1.20685328651053	down	OG0000906	K01925	murD; UDP-N-acetylmuramoylalanine--D-glutamate ligase [EC:6.3.2.9]
PSPTO_4411	5.85643350714003	6.99266232404722	-1.13622881690719	down	OG0000740	K01000	mraY; phospho-N-acetylmuramoyl-pentapeptide-transferase [EC:2.7.8.13]
PSPTO_4412	7.09461263086324	8.13878793665674	-1.0441753057935	down	OG0000739	K01929	murF; UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase [EC:6.3.2.10]
PSPTO_4413	6.56940394962251	8.10957455164757	-1.54017060202506	down	OG0000662	K01928	murE; UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase [EC:6.3.2.13]
PSPTO_4414	7.4417620796717	8.96462560518836	-1.52286352551666	down	OG0000604	K03587	ftsI; cell division protein FtsI (penicillin-binding protein 3) [EC:3.4.16.4]
PSPTO_4415	3.06742949706753	4.29125449071724	-1.22382499364971	nonDEG	OG0002011	K03586	ftsL; cell division protein FtsL
PSPTO_4416	7.03832895540188	8.41499876671516	-1.37666981131328	down	OG0001056	K03438	mraW; 16S rRNA (cytosine1402-N4)-methyltransferase [EC:2.1.1.199]
PSPTO_4417	6.10309634625062	7.31636752073582	-1.2132711744852	down	OG0001429	K03925	mraZ; MraZ protein
PSPTO_4418	4.03046192710699	3.81790386907499	0.212558058032	nonDEG	OG0000905	K07056	rsmI; 16S rRNA (cytidine1402-2'-O)-methyltransferase [EC:2.1.1.198]
PSPTO_4419	9.76581959361923	10.0239221942261	-0.25810260060687	nonDEG	OG0002445	K07121	uncharacterized protein
PSPTO_4420	5.43763987744847	4.78840234356637	0.649237533882101	nonDEG	OG0001055	K07460	yraN; putative endonuclease
PSPTO_4421	7.07000183870319	7.3703560738469	-0.30035423514371	nonDEG	OG0002205	K03271	gmhA; D-sedoheptulose 7-phosphate isomerase [EC:5.3.1.28]
PSPTO_4422	5.61189426098834	5.22014350263127	0.39175075835707	nonDEG	OG0000603	K04065	osmY; hyperosmotically inducible periplasmic protein
PSPTO_4423	5.84529306807407	5.83911738017966	0.0061756878944097	nonDEG	OG0002003	K03600	sspB; stringent starvation protein B
PSPTO_4424	4.30686199450284	3.66740180571382	0.63946018878902	nonDEG	OG0002002	K03599	sspA; stringent starvation protein A
PSPTO_4425	5.99725241907678	6.46235312334773	-0.46510070427095	nonDEG	OG0001054	K02996	RP-S9; small subunit ribosomal protein S9
PSPTO_4426	9.04963812548277	9.65069692461473	-0.601058799131959	nonDEG	OG0000899	K02871	RP-L13; large subunit ribosomal protein L13
PSPTO_4427	7.64288357576667	7.15847480218749	0.48440877357918	nonDEG	OG0000020	K07506	AraC family transcriptional regulator
PSPTO_4428	6.48369094765363	7.27874769202171	-0.79505674436808	nonDEG	OG0000418	K06916	zapE; cell division protein ZapE
PSPTO_4429	5.82720963715971	5.90837213446924	-0.0811624973095304	nonDEG	OG0000736	K01867	WARS; tryptophanyl-tRNA synthetase [EC:6.1.1.2]
PSPTO_4430	5.3898821084803	5.09477869757321	0.295103410907091	nonDEG	OG0001556	K07018	uncharacterized protein
PSPTO_4431	10.2280699046826	9.07863330811375	1.14943659656885	up	OG0003414	K09908	uncharacterized protein
PSPTO_4432	7.08928565998921	7.0695133248117	0.0197723351775103	nonDEG	OG0001192	K00955	cysNC; bifunctional enzyme CysN/CysC [EC:2.7.7.4 2.7.1.25]
PSPTO_4433	7.519324881122	7.55791195767712	-0.0385870765551193	nonDEG	OG0001191	K00957	cysD; sulfate adenylyltransferase subunit 2 [EC:2.7.7.4]
PSPTO_4434	4.90504407867929	5.20002135880047	-0.29497728012118	nonDEG	OG0001999		
PSPTO_4435	6.39417234916971	7.17478547689425	-0.78061312772454	nonDEG	OG0000163	K04771	degP; serine protease Do [EC:3.4.21.107]
PSPTO_4436	5.26266091472946	4.36452482148701	0.898136093242449	nonDEG	OG0001733		
PSPTO_4437	7.58661279737058	7.35584275009485	0.23077004727573	nonDEG	OG0000245	K00817	hisC; histidinol-phosphate aminotransferase [EC:2.6.1.9]
PSPTO_4438	7.18560530931847	7.38616400477998	-0.20055869546151	nonDEG	OG0000661	K00013	hisD; histidinol dehydrogenase [EC:1.1.1.23]
PSPTO_4439	6.9473075139754	6.95820790223354	-0.0109003882581398	nonDEG	OG0000902	K00765	hisG; ATP phosphoribosyltransferase [EC:2.4.2.17]
PSPTO_4441	7.87557080634041	8.23050630351081	-0.354935497170399	nonDEG	OG0000602	K00790	murA; UDP-N-acetylglucosamine 1-carboxyvinyltransferase [EC:2.5.1.7]
PSPTO_4442	8.37805110893817	8.73878393178164	-0.36073282284347	nonDEG	OG0000484	K05527	bolA; BolA family transcriptional regulator, general stress-responsive regulator
PSPTO_4443	5.16649605548044	5.43863071427825	-0.27213465879781	nonDEG	OG0003004	K07122	mlaB; phospholipid transport system transporter-binding protein
PSPTO_4444	6.82846098290795	6.40274870857731	0.425712274330641	nonDEG	OG0001818	K07323	mlaC; phospholipid transport system substrate-binding protein
PSPTO_4445	7.03317972095928	6.84281245576759	0.19036726519169	nonDEG	OG0001428	K02067	mlaD; phospholipid/cholesterol/gamma-HCH transport system substrate-binding protein
PSPTO_4446	5.6168840534449	5.08580790690147	0.531076146543429	nonDEG	OG0000469	K02066	mlaE; phospholipid/cholesterol/gamma-HCH transport system permease protein
PSPTO_4447	5.08757166511101	5.81366927240017	-0.72609760728916	nonDEG	OG0002010	K02065	mlaF; phospholipid/cholesterol/gamma-HCH transport system ATP-binding protein
PSPTO_4448	7.24133756818083	8.08669362633428	-0.845356058153451	nonDEG	OG0000601	K06041	kdsD; arabinose-5-phosphate isomerase [EC:5.3.1.13]
PSPTO_4449	5.0840020135344	5.59821967320499	-0.51421765967059	nonDEG	OG0001307	K03270	kdsC; 3-deoxy-D-manno-octulosonate 8-phosphate phosphatase (KDO 8-P phosphatase) [EC:3.1.3.45]
PSPTO_4450	6.55670219718628	6.9706426182909	-0.41394042110462	nonDEG	OG0002009	K11719	lptC; lipopolysaccharide export system protein LptC
PSPTO_4451	7.98795611049085	7.89960879217382	0.0883473183170302	nonDEG	OG0001817	K09774	lptA; lipopolysaccharide export system protein LptA
PSPTO_4452	6.37492866506854	6.21552781594021	0.15940084912833	nonDEG	OG0000065	K06861	lptB; lipopolysaccharide export system ATP-binding protein [EC:3.6.3.-]
PSPTO_4453	8.88774924257007	9.05217690265868	-0.164427660088609	nonDEG	OG0000660	K03092	rpoN; RNA polymerase sigma-54 factor
PSPTO_4454	9.37937084256411	7.86190859076271	1.5174622518014	up	OG0000737	K05808	yhbH; putative sigma-54 modulation protein
PSPTO_4455	6.65669240159313	7.34295850779157	-0.68626610619844	nonDEG	OG0001680	K02806	PTS-Ntr-EIIA; PTS system, nitrogen regulatory IIA component [EC:2.7.1.-]
PSPTO_4456	6.96256378103883	7.33041300539462	-0.36784922435579	nonDEG	OG0001306	K06958	rapZ; RNase adapter protein RapZ
PSPTO_4457	7.52184346676186	8.51840543764253	-0.99656197088067	nonDEG	OG0000506	K11189	PTS-HPR; phosphocarrier protein
PSPTO_4458	-1.5379008141315	-1.06137553917036	-0.47652527496114	nonDEG			
PSPTO_4459	1.77171513350784	0.763319307469814	1.00839582603803	nonDEG	OG0000345	K04564	SOD2; superoxide dismutase, Fe-Mn family [EC:1.15.1.1]
PSPTO_4460	1.89283524213377	2.46707247899317	-0.5742372368594	nonDEG	OG0004317		
PSPTO_4461	2.83235896620761	3.49665782874046	-0.66429886253285	nonDEG	OG0000205	K01679	E4.2.1.2B; fumarate hydratase, class II [EC:4.2.1.2]
PSPTO_4462	0.500472185405016	2.02327471041549	-1.52280252501047	nonDEG	OG0004316		
PSPTO_4463	6.6233644430245	7.58234835191498	-0.95898390889048	nonDEG	OG0002008	K03592	pmbA; PmbA protein
PSPTO_4464	7.25539987658177	7.14533044538291	0.110069431198861	nonDEG	OG0002007	K09889	yjgA; ribosome-associated protein
PSPTO_4465	5.08236956653336	5.54945090944177	-0.46708134290841	nonDEG	OG0002006	K03568	tldD; TldD protein
PSPTO_4466	6.68132572317768	7.27147867982432	-0.59015295664664	nonDEG	OG0000095	K13566	NIT2; omega-amidase [EC:3.5.1.3]
PSPTO_4467	6.71422212987329	7.81754806806866	-1.10332593819537	down	OG0002202		
PSPTO_4468	7.30358754391448	7.97562284876381	-0.67203530484933	nonDEG	OG0000378	K08301	rng; ribonuclease G [EC:3.1.26.-]
PSPTO_4469	4.8146116054604	5.60279572836474	-0.788184122904339	nonDEG	OG0000299	K06287	maf; septum formation protein
PSPTO_4470	4.17617040984023	5.11790022161691	-0.94172981177668	nonDEG	OG0002005	K03571	mreD; rod shape-determining protein MreD
PSPTO_4471	7.76295622650665	8.65793939181294	-0.89498316530629	nonDEG	OG0001193	K03570	mreC; rod shape-determining protein MreC
PSPTO_4472	8.75822268287193	9.63130129927544	-0.873078616403511	nonDEG	OG0000901	K03569	mreB; rod shape-determining protein MreB and related proteins
PSPTO_4473	6.91297172583605	7.82292212136598	-0.90995039552993	nonDEG	OG0001559	K02435	gatC; aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit C [EC:6.3.5.6 6.3.5.7]
PSPTO_4474	7.98400582053015	7.9406003750708	0.0434054454593502	nonDEG	OG0000087	K02433	gatA; aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit A [EC:6.3.5.6 6.3.5.7]
PSPTO_4475	7.67450881836333	7.86747667083185	-0.19296785246852	nonDEG	OG0001558	K02434	gatB; aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit B [EC:6.3.5.6 6.3.5.7]
PSPTO_4476	5.02600296499205	4.87672516529802	0.14927779969403	nonDEG	OG0000505	K03642	rlpA; rare lipoprotein A
PSPTO_4477	6.72336820290339	6.70238183643726	0.0209863664661301	nonDEG	OG0002693	K07301	yrbG; cation:H+ antiporter
PSPTO_4478	4.12950108444656	4.67693886345195	-0.547437779005389	nonDEG	OG0000234	K01607	pcaC; 4-carboxymuconolactone decarboxylase [EC:4.1.1.44]
PSPTO_4479	4.87020955028359	4.74714551402047	0.12306403626312	nonDEG	OG0000433	K07088	uncharacterized protein
PSPTO_4480	4.41668232803383	4.6875724320902	-0.27089010405637	nonDEG	OG0001678	K01113	phoD; alkaline phosphatase D [EC:3.1.3.1]
PSPTO_4481	5.91631827490635	6.52305997025974	-0.60674169535339	nonDEG	OG0003869	K06969	rlmI; 23S rRNA (cytosine1962-C5)-methyltransferase [EC:2.1.1.191]
PSPTO_4482	7.71560815556284	8.41686992929759	-0.70126177373475	nonDEG	OG0002737		
PSPTO_4483	4.74619033730183	5.25325760728391	-0.50706726998208	nonDEG	OG0005056		
PSPTO_4484	9.08259117448903	7.37870254052682	1.70388863396221	up	OG0000603	K04065	osmY; hyperosmotically inducible periplasmic protein
PSPTO_4486	8.64092757793545	9.52907237552869	-0.88814479759324	nonDEG	OG0000939	K00962	pnp; polyribonucleotide nucleotidyltransferase [EC:2.7.7.8]
PSPTO_4487	7.1774309288486	8.55305166324331	-1.37562073439471	down	OG0001079	K02956	RP-S15; small subunit ribosomal protein S15
PSPTO_4488	8.3625290396835	8.89993451237434	-0.537405472690841	nonDEG	OG0000753	K03177	truB; tRNA pseudouridine55 synthase [EC:5.4.99.25]
PSPTO_4489	3.25469319093718	2.89372541693541	0.36096777400177	nonDEG	OG0000940	K02834	rbfA; ribosome-binding factor A
PSPTO_4490	6.99227633102981	8.42987508022672	-1.43759874919691	down	OG0000941	K02519	infB; translation initiation factor IF-2
PSPTO_4491	6.6852363742841	7.70385793185667	-1.01862155757257	down	OG0000942	K02600	nusA; N utilization substance protein A
PSPTO_4492	5.67832597349771	6.93461549547828	-1.25628952198057	down	OG0001080	K09748	rimP; ribosome maturation factor RimP
PSPTO_4493	6.25024591139985	7.75322691014921	-1.50298099874936	down	OG0001472	K03075	secG; preprotein translocase subunit SecG
PSPTO_4494	7.24099573181135	8.55333638375807	-1.31234065194672	down	OG0000943	K01803	TPI; triosephosphate isomerase (TIM) [EC:5.3.1.1]
PSPTO_4495	7.011967492285	8.02225557034259	-1.01028807805759	down	OG0000212	K03431	glmM; phosphoglucosamine mutase [EC:5.4.2.10]
PSPTO_4496	4.65751088708412	5.9477470822384	-1.29023619515428	down	OG0000754	K00796	folP; dihydropteroate synthase [EC:2.5.1.15]
PSPTO_4497	9.59177437210415	10.5237642333509	-0.93198986124675	nonDEG	OG0000561	K03798	ftsH; cell division protease FtsH [EC:3.4.24.-]
PSPTO_4498	7.1110707777674	7.70126152671564	-0.59019074894824	nonDEG	OG0001846	K02427	rlmE; 23S rRNA (uridine2552-2'-O)-methyltransferase [EC:2.1.1.166]
PSPTO_4499	9.98018802141305	10.863475447509	-0.883287426095951	nonDEG	OG0001703	K07574	yhbY; RNA-binding protein
PSPTO_4500	6.22432628463236	7.54917851432241	-1.32485222969005	down	OG0000321	K03624	greA; transcription elongation factor GreA
PSPTO_4501	8.32606945936297	8.8421386473738	-0.51606918801083	nonDEG	OG0000673	K01955	carB; carbamoyl-phosphate synthase large subunit [EC:6.3.5.5]
PSPTO_4502	8.7659635435261	9.76840792426503	-1.00244438073893	down	OG0000674	K01956	carA; carbamoyl-phosphate synthase small subunit [EC:6.3.5.5]
PSPTO_4503	5.98306482649395	6.9351237499958	-0.952058923501849	nonDEG	OG0000944	K00215	dapB; 4-hydroxy-tetrahydrodipicolinate reductase [EC:1.17.1.8]
PSPTO_4504	4.81433242284198	6.11032698302892	-1.29599456018694	down	OG0000675	K03686	dnaJ; molecular chaperone DnaJ
PSPTO_4505	7.98899851053375	10.0508405230475	-2.06184201251375	down	OG0000348	K04043	dnaK; molecular chaperone DnaK
PSPTO_4506	5.91598103754262	6.77773595993939	-0.86175492239677	nonDEG	OG0000755	K03687	GRPE; molecular chaperone GrpE
PSPTO_4507	8.29029355398975	7.10583902166717	1.18445453232258	up	OG0000945	K03631	recN; DNA repair protein RecN (Recombination protein N)
PSPTO_4508	6.88103318874458	6.79932292474518	0.0817102639994003	nonDEG	OG0000325	K03711	fur; Fur family transcriptional regulator, ferric uptake regulator
PSPTO_4509	7.91742939801019	8.48763231163282	-0.57020291362263	nonDEG	OG0002038	K06186	bamE; outer membrane protein assembly factor BamE
PSPTO_4510	-1.14719162896374	-0.108885536961179	-1.03830609200256	nonDEG			
PSPTO_4511	2.3264507607766	1.89003394902478	0.43641681175182	nonDEG	OG0000577	K07497	putative transposase
PSPTO_4512	2.35473551740313	2.72584598146534	-0.37111046406221	nonDEG	OG0002248	K09801	uncharacterized protein
PSPTO_4513	0.976972467221959	1.86596474847609	-0.888992281254131	nonDEG	OG0002039	K18588	COQ10; coenzyme Q-binding protein COQ10
PSPTO_4514	3.30484239512872	3.69248610388812	-0.3876437087594	nonDEG	OG0003099	K03308	TC.NSS; neurotransmitter:Na+ symporter, NSS family
PSPTO_4515	8.09411467993181	9.62593347326508	-1.53181879333327	down	OG0000756	K03664	smpB; SsrA-binding protein
PSPTO_4516	7.63796380779057	6.47123416284443	1.16672964494614	up	OG0003051		
PSPTO_4517	3.87274338648801	5.05422475473273	-1.18148136824472	down			
PSPTO_4518	5.61867748497634	5.69364705938562	-0.0749695744092804	nonDEG	OG0000113	K02364	entF; enterobactin synthetase component F [EC:6.3.2.14]
PSPTO_4519	7.04708647870851	7.17736283616916	-0.13027635746065	nonDEG	OG0000113	K02364	entF; enterobactin synthetase component F [EC:6.3.2.14]
PSPTO_4520	4.87328756276176	4.58570944172373	0.28757812103803	nonDEG	OG0000519		
PSPTO_4521	2.74579685493294	3.96361338042235	-1.21781652548941	nonDEG	OG0002593	K05375	mbtH; MbtH protein
PSPTO_4522	4.91241902501503	5.44281385397701	-0.53039482896198	nonDEG			
PSPTO_4523	8.83910994290071	8.90082495546576	-0.0617150125650507	nonDEG	OG0000027	K03719	lrp; Lrp/AsnC family transcriptional regulator, leucine-responsive regulatory protein
PSPTO_4524	7.28000642354134	6.36282336406474	0.9171830594766	nonDEG	OG0002182		
PSPTO_4525	2.37246656220044	3.26332476950144	-0.890858207301	nonDEG			
PSPTO_4526	4.52599398864032	2.67940494326412	1.8465890453762	up	OG0000087	K02433	gatA; aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit A [EC:6.3.5.6 6.3.5.7]
PSPTO_4527	4.63763993241359	2.42939277180111	2.20824716061248	up	OG0001517		
PSPTO_4528	8.03766451123975	5.91587124769382	2.12179326354593	up	OG0000190	K04033	eutR; AraC family transcriptional regulator, ethanolamine operon transcriptional activator
PSPTO_4529	9.75511912258964	11.1593157219471	-1.40419659935746	down			
PSPTO_4530	9.23296877019704	7.82807892808065	1.40488984211639	up	OG0001865	K03782	katG; catalase-peroxidase [EC:1.11.1.21]
PSPTO_4531	4.7323805243177	4.37450410360299	0.35787642071471	nonDEG	OG0000005	K03406	mcp; methyl-accepting chemotaxis protein
PSPTO_4533	2.55420658063993	4.63975980919246	-2.08555322855253	down	OG0001293	K03313	nhaA; Na+:H+ antiporter, NhaA family
PSPTO_4534	5.8375547900483	5.82126177855681	0.0162930114914897	nonDEG	OG0000018	K02035	ABC.PE.S; peptide/nickel transport system substrate-binding protein
PSPTO_4535	4.96243427512455	5.11604823634141	-0.15361396121686	nonDEG	OG0000015	K02031	ABC.PE.A; peptide/nickel transport system ATP-binding protein
PSPTO_4536	5.08948071573776	5.1704434982747	-0.0809627825369406	nonDEG	OG0000015	K02031	ABC.PE.A; peptide/nickel transport system ATP-binding protein
PSPTO_4537	2.31417466618194	2.32061629139866	-0.00644162521672031	nonDEG	OG0000037	K02034	ABC.PE.P1; peptide/nickel transport system permease protein
PSPTO_4538	3.54530506615752	3.5426546170942	0.0026504490633199	nonDEG	OG0000036	K02033	ABC.PE.P; peptide/nickel transport system permease protein
PSPTO_4539	5.52475614025638	4.91306435082384	0.61169178943254	nonDEG	OG0000009	K07687	rcsB; two-component system, NarL family, captular synthesis response regulator RcsB
PSPTO_4540	6.22957490402459	5.78311689470578	0.44645800931881	nonDEG	OG0002992	K18457	laaA; L-proline amide hydrolase [EC:3.5.1.101]
PSPTO_4541	6.21540252002717	5.22549923914566	0.98990328088151	nonDEG	OG0000005	K03406	mcp; methyl-accepting chemotaxis protein
PSPTO_4542	9.29347000347146	9.288764396253	0.00470560721845992	nonDEG	OG0000159	K07636	phoR; two-component system, OmpR family, phosphate regulon sensor histidine kinase PhoR [EC:2.7.13.3]
PSPTO_4543	7.75137901936323	6.75523759396902	0.99614142539421	nonDEG	OG0000002	K21023	mucR; diguanylate cyclase [EC:2.7.7.65]
PSPTO_4544	4.80762153826538	4.73528118213351	0.0723403561318703	nonDEG	OG0001566	K07090	uncharacterized protein
PSPTO_4545	7.44874289530237	4.35991633249215	3.08882656281022	up	OG0004339		
PSPTO_4546	7.41028873952382	6.95823374615764	0.452054993366181	nonDEG	OG0002918		
PSPTO_4547	6.86238096029451	6.57756544064013	0.28481551965438	nonDEG	OG0000900	K01708	garD; galactarate dehydratase [EC:4.2.1.42]
PSPTO_4548	3.91711901241202	2.93408083571836	0.98303817669366	nonDEG	OG0000090	K08191	exuT; MFS transporter, ACS family, hexuronate transporter
PSPTO_4549	5.62969456575828	5.76225272728875	-0.13255816153047	nonDEG	OG0002004	K01707	kdgD; 5-dehydro-4-deoxyglucarate dehydratase [EC:4.2.1.41]
PSPTO_4550	7.74859904709316	7.85781895299936	-0.1092199059062	nonDEG	OG0000052	K05799	pdhR; GntR family transcriptional regulator, transcriptional repressor for pyruvate dehydrogenase complex
PSPTO_4551	6.73452540707018	4.5050583100783	2.22946709699188	up	OG0001506	K02471	bacA; vitamin B12/bleomycin/antimicrobial peptide transport system ATP-binding/permease protein
