	D36E_Col	D36E_Kb	D36E_FC	D36E_DEG	OG	KO.id	KO.description
PSPTO_4024	8.63263826212313	7.01256824779629	1.62007001432684	up	OG0000917	K00528	fpr; ferredoxin/flavodoxin---NADP+ reductase [EC:1.18.1.2 1.19.1.1]
PSPTO_4025	5.88100377268871	5.1031734440357	0.77783032865301	nonDEG	OG0000004	K04761	oxyR; LysR family transcriptional regulator, hydrogen peroxide-inducible genes activator
PSPTO_4026	2.85981989248834	5.01684100252858	-2.15702111004024	down	OG0001062	K00901	dgkA; diacylglycerol kinase (ATP) [EC:2.7.1.107]
PSPTO_4027	5.29219899646532	5.18081693624914	0.11138206021618	nonDEG	OG0000009	K07687	rcsB; two-component system, NarL family, captular synthesis response regulator RcsB
PSPTO_4028	0.551210900844707	0.273005948326057	0.27820495251865	nonDEG			
PSPTO_4029	5.28081840515441	5.82236278379083	-0.54154437863642	nonDEG	OG0003019	K05812	yfiP; DTW domain-containing protein
PSPTO_4030	6.65885340730084	9.41443927256504	-2.7555858652642	down	OG0003437		
PSPTO_4031	8.09899561636314	7.04647756926619	1.05251804709695	up	OG0000472	K06966	ppnN; pyrimidine/purine-5'-nucleotide nucleosidase [EC:3.2.2.10 3.2.2.-]
PSPTO_4032	2.16072339439099	2.91139346760719	-0.7506700732162	nonDEG	OG0000916	K03565	recX; regulatory protein
PSPTO_4033	9.42081180507319	7.17422547812021	2.24658632695298	up	OG0000742	K03553	recA; recombination protein RecA
PSPTO_4034	5.40662599894186	1.98429324546398	3.42233275347788	up	OG0000347	K03743	pncC; nicotinamide-nucleotide amidase [EC:3.5.1.42]
PSPTO_4035	4.68285208830442	4.29771364403143	0.38513844427299	nonDEG			
PSPTO_4046	3.64395402181961	2.99076141009349	0.65319261172612	nonDEG	OG0003655		
PSPTO_4047	8.26585518096706	7.95315986349291	0.31269531747415	nonDEG			
PSPTO_4048	1.25938956788045	1.16365136128997	0.0957382065904802	nonDEG	OG0006418		
PSPTO_4054	3.59748254995969	2.66228664544315	0.93519590451654	nonDEG			
PSPTO_4057	5.83663522368158	6.22653637653843	-0.38990115285685	nonDEG	OG0002901		
PSPTO_4058	8.17573226342746	8.11238226355711	0.0633499998703488	nonDEG	OG0001195	K03555	mutS; DNA mismatch repair protein MutS
PSPTO_4059	5.54224162984011	6.372982518738	-0.83074088889789	nonDEG	OG0001684	K05524	fdxA; ferredoxin
PSPTO_4061	4.58794769470151	5.12420148708748	-0.53625379238597	nonDEG	OG0006446	K21645	hypT; LysR family transcriptional regulator, hypochlorite-specific transcription factor HypT
PSPTO_4063	1.4486159186141	3.14488919411443	-1.69627327550033	nonDEG	OG0000082	K11103	dctA; aerobic C4-dicarboxylate transport protein
PSPTO_4064	4.59341847150514	4.22176903556079	0.37164943594435	nonDEG	OG0000990		
PSPTO_4065	6.85985129920577	6.19744378085399	0.66240751835178	nonDEG	OG0001461	K14189	dltE; uncharacterized oxidoreductase [EC:1.-.-.-]
PSPTO_4067	1.57000524584545	2.32203115392523	-0.75202590807978	nonDEG	OG0000150		
PSPTO_4068	5.66732628864665	6.65039309309435	-0.9830668044477	nonDEG	OG0005224		
PSPTO_4069	2.18396486578148	3.18346647059922	-0.99950160481774	nonDEG			
PSPTO_4070	2.38857014654251	3.1728879142125	-0.78431776766999	nonDEG			
PSPTO_4073	2.38717380707359	3.01065566303597	-0.62348185596238	nonDEG	OG0003182	K01455	E3.5.1.49; formamidase [EC:3.5.1.49]
PSPTO_4079	6.0831713109447	4.18460458114764	1.89856672979706	up	OG0004076		
PSPTO_4080	3.81410855477772	1.09768684774352	2.7164217070342	up	OG0005292		
PSPTO_4081	8.2864478234587	9.43075793380143	-1.14431011034273	down	OG0001026		
PSPTO_4082	4.71156118441292	4.63228530704179	0.0792758773711304	nonDEG	OG0000001	K00059	fabG; 3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]
PSPTO_4083	3.32641488422744	5.23388270617448	-1.90746782194704	down	OG0003231		
PSPTO_4084	5.03985107566155	5.3502621619784	-0.31041108631685	nonDEG	OG0001399		
PSPTO_4087	4.10846969211572	4.92213577234128	-0.81366608022556	nonDEG	OG0003230		
PSPTO_4089	1.3265249278587	2.06088400845321	-0.73435908059451	nonDEG	OG0000012	K01055	pcaD; 3-oxoadipate enol-lactonase [EC:3.1.1.24]
PSPTO_4090	8.9746642046937	8.78313617411197	0.191528030581731	nonDEG	OG0000238	K03768	PPIB; peptidyl-prolyl cis-trans isomerase B (cyclophilin B) [EC:5.2.1.8]
PSPTO_4091	6.3990825584784	6.24422410587122	0.15485845260718	nonDEG	OG0000695	K18893	vcaM; ATP-binding cassette, subfamily B, multidrug efflux pump
PSPTO_4092	6.67838684954567	6.97200383132385	-0.29361698177818	nonDEG	OG0001926	K09919	uncharacterized protein
PSPTO_4093	6.29458050874662	7.0268097619241	-0.73222925317748	nonDEG	OG0000412		
PSPTO_4094	7.41444764864748	8.55846290311931	-1.14401525447183	down	OG0000180	K00648	fabH; 3-oxoacyl-[acyl-carrier-protein] synthase III [EC:2.3.1.180]
PSPTO_4095	7.82342746142967	8.69576400610544	-0.87233654467577	nonDEG	OG0001483	K03578	hrpA; ATP-dependent helicase HrpA [EC:3.6.4.13]
PSPTO_4096	3.10169533794894	2.22821247108382	0.87348286686512	nonDEG	OG0002556	K06218	relE; mRNA interferase RelE/StbE
PSPTO_4097	6.47840179995197	8.57208031728224	-2.09367851733027	down	OG0000030	K01897	ACSL; long-chain acyl-CoA synthetase [EC:6.2.1.3]
PSPTO_4098	6.20815822451274	6.43537988834979	-0.22722166383705	nonDEG	OG0000030	K01897	ACSL; long-chain acyl-CoA synthetase [EC:6.2.1.3]
PSPTO_4100	6.56128717389963	7.19314005607497	-0.63185288217534	nonDEG	OG0000564		
PSPTO_4101	9.66289748697181	5.92687750322191	3.7360199837499	up	OG0002755	K01728	pel; pectate lyase [EC:4.2.2.2]
PSPTO_4102	1.85981889171944	1.34429522253207	0.51552366918737	nonDEG			
PSPTO_4103	7.04100942408326	6.67491122933724	0.36609819474602	nonDEG	OG0003360		
PSPTO_4104	7.68051864375297	8.17058716385742	-0.490068520104449	nonDEG	OG0002674	K03580	hepA; ATP-dependent helicase HepA [EC:3.6.4.-]
PSPTO_4105	3.40426266494093	5.28687903981978	-1.88261637487885	nonDEG	OG0003359		
PSPTO_4106	7.07295635546699	5.29858219229953	1.77437416316746	up	OG0000002	K21023	mucR; diguanylate cyclase [EC:2.7.7.65]
PSPTO_4107	4.84346118612291	4.77805828965482	0.0654028964680906	nonDEG	OG0002980		
PSPTO_4108	9.9787559302212	8.4618910997827	1.5168648304385	up	OG0000214	K01999	livK; branched-chain amino acid transport system substrate-binding protein
PSPTO_4109	3.85960178769144	4.51522990965379	-0.65562812196235	nonDEG	OG0000592	K01997	livH; branched-chain amino acid transport system permease protein
PSPTO_4110	4.86638075298	5.77553460213873	-0.909153849158731	nonDEG	OG0000652	K01998	livM; branched-chain amino acid transport system permease protein
PSPTO_4111	5.30734849900765	4.82204031212786	0.48530818687979	nonDEG	OG0000207	K01995	livG; branched-chain amino acid transport system ATP-binding protein
PSPTO_4112	3.78037329995497	3.84997481474253	-0.0696015147875597	nonDEG	OG0000065	K06861	lptB; lipopolysaccharide export system ATP-binding protein [EC:3.6.3.-]
PSPTO_4113	4.36857804701877	5.58729541092236	-1.21871736390359	nonDEG	OG0003358	K08985	putative lipoprotein
PSPTO_4114	8.05534280013469	8.93603770528035	-0.88069490514566	nonDEG	OG0001983	K07137	uncharacterized protein
PSPTO_4115	8.32764551807289	6.64900025699206	1.67864526108083	up	OG0002671	K06077	slyB; outer membrane lipoprotein SlyB
PSPTO_4116	3.70183899121891	5.71780575838729	-2.01596676716838	down	OG0001177	K00275	pdxH; pyridoxamine 5'-phosphate oxidase [EC:1.4.3.5]
PSPTO_4117	6.5980167595912	6.37256552572172	0.22545123386948	nonDEG	OG0003357		
PSPTO_4119	5.17845618384148	6.24228311076143	-1.06382692691995	down	OG0000063	K01467	ampC; beta-lactamase class C [EC:3.5.2.6]
PSPTO_4120	6.27756555387612	6.79375157118219	-0.51618601730607	nonDEG	OG0001037	K03722	dinG; ATP-dependent DNA helicase DinG [EC:3.6.4.12]
PSPTO_4121	4.76805025768413	3.36205880551073	1.4059914521734	up	OG0002979		
PSPTO_4122	2.36762640189688	4.02949840413872	-1.66187200224184	nonDEG	OG0004327	K05517	tsx; nucleoside-specific channel-forming protein
PSPTO_4123	5.57653048607034	6.0809861612411	-0.504455675170759	nonDEG	OG0004895		
PSPTO_4124	3.52210849687659	3.71372100642181	-0.19161250954522	nonDEG	OG0003803		
PSPTO_4126	5.08340888074713	5.57713978696599	-0.49373090621886	nonDEG	OG0002978		
PSPTO_4127	4.47969344540727	4.82625032739167	-0.3465568819844	nonDEG	OG0001292	K09858	SEC-C motif domain protein
PSPTO_4128	5.44552705721315	5.50157366776804	-0.0560466105548896	nonDEG	OG0006371	K02014	TC.FEV.OM; iron complex outermembrane recepter protein
PSPTO_4129	6.36149943922132	4.97254760915838	1.38895183006294	up	OG0006370		
PSPTO_4130	6.99657976858622	6.58275857841157	0.41382119017465	nonDEG	OG0003356		
PSPTO_4131	4.12465288011844	2.34015009715864	1.7845027829598	up	OG0007649		
PSPTO_4132	3.00209032521828	2.37264346059293	0.62944686462535	nonDEG	OG0001501		
PSPTO_4133	6.71180877098249	7.59876432969774	-0.88695555871525	nonDEG	OG0000719	K01434	E3.5.1.11; penicillin amidase [EC:3.5.1.11]
PSPTO_4134	6.18438451167082	3.66554754316407	2.51883696850675	up	OG0001806	K07577	putative mRNA 3-end processing factor
PSPTO_4135	8.12096600426251	5.59549785000798	2.52546815425453	up	OG0001805	K10747	LIG1; DNA ligase 1 [EC:6.5.1.1 6.5.1.6 6.5.1.7]
PSPTO_4136	7.28725248851401	6.5614997716052	0.72575271690881	nonDEG	OG0000062	K02030	ABC.PA.S; polar amino acid transport system substrate-binding protein
PSPTO_4137	4.65120227495335	5.52986764844735	-0.878665373494	nonDEG	OG0000362	K10016	hisQ; histidine transport system permease protein
PSPTO_4138	5.15113074866083	6.01226303409974	-0.861132285438909	nonDEG	OG0000486	K10023	aotM; arginine/ornithine transport system permease protein
PSPTO_4139	6.27574962877248	6.94746740132185	-0.67171777254937	nonDEG	OG0001036	K06987	uncharacterized protein
PSPTO_4140	6.45377649768738	8.04736161932835	-1.59358512164097	down	OG0000000	K02003	ABC.CD.A; putative ABC transport system ATP-binding protein
PSPTO_4141	8.18045926492583	6.48907973705915	1.69137952786668	up	OG0000876	K03724	lhr; ATP-dependent helicase Lhr and Lhr-like helicase [EC:3.6.4.-]
PSPTO_4142	6.35258150228061	5.51359149902664	0.838990003253969	nonDEG	OG0001982	K06953	uncharacterized protein
PSPTO_4143	10.9760147653558	6.63000603235609	4.34600873299971	up	OG0003802		
PSPTO_4144	8.82335283615873	8.584829912729	0.238522923429729	nonDEG	OG0001291	K01494	dcd; dCTP deaminase [EC:3.5.4.13]
PSPTO_4145	10.405790856489	13.0038076437609	-2.5980167872719	down	OG0000042	K03704	cspA; cold shock protein (beta-ribbon, CspA family)
PSPTO_4146	5.08783209093053	5.33494509913424	-0.247113008203709	nonDEG	OG0000915	K03593	mrp; ATP-binding protein involved in chromosome partitioning
PSPTO_4147	9.53108801579915	10.250009888014	-0.71892187221485	nonDEG	OG0000914	K01874	MARS; methionyl-tRNA synthetase [EC:6.1.1.10]
PSPTO_4148	6.92590469558065	8.32083312769766	-1.39492843211701	down	OG0002214	K03616	rnfB; Na+-translocating ferredoxin:NAD+ oxidoreductase subunit B [EC:7.2.1.2]
PSPTO_4149	3.6956325319402	5.58334591992178	-1.88771338798158	down	OG0001061	K10773	NTH; endonuclease III [EC:4.2.99.18]
PSPTO_4151	2.29177038959068	2.82137077312768	-0.529600383537	nonDEG	OG0000009	K07687	rcsB; two-component system, NarL family, captular synthesis response regulator RcsB
PSPTO_4155	9.8903520981464	6.56479868393615	3.32555341421025	up	OG0001060	K01940	argG; argininosuccinate synthase [EC:6.3.4.5]
PSPTO_4156	7.71391088222861	7.51157243075677	0.20233845147184	nonDEG	OG0003436	K21218	motY; sodium-type flagellar protein MotY
PSPTO_4157	7.61312290589798	7.86215759463922	-0.24903468874124	nonDEG	OG0002213	K01465	URA4; dihydroorotase [EC:3.5.2.3]
PSPTO_4158	5.96110998138873	6.32825386881815	-0.36714388742942	nonDEG	OG0002212	K03683	rnt; ribonuclease T [EC:3.1.13.-]
PSPTO_4159	9.27350324958932	5.64047513612103	3.63302811346829	up	OG0002838	K02192	bfd; bacterioferritin-associated ferredoxin
PSPTO_4160	10.3164755039345	11.2253671230303	-0.908891619095799	nonDEG	OG0002019	K03594	bfr; bacterioferritin [EC:1.16.3.1]
PSPTO_4161	9.56598218801336	10.6723888275279	-1.10640663951454	down	OG0002018	K07390	grxD; monothiol glutaredoxin
PSPTO_4162	5.07211658021757	5.48381671324429	-0.41170013302672	nonDEG	OG0003435		
PSPTO_4163	5.90989333236054	6.23015970313805	-0.320266370777509	nonDEG	OG0004403		
PSPTO_4164	7.81540751507341	6.7283653503553	1.08704216471811	up	OG0000664	K00611	OTC; ornithine carbamoyltransferase [EC:2.1.3.3]
PSPTO_4165	4.76801021504513	5.32931250933424	-0.561302294289111	nonDEG	OG0000000	K02003	ABC.CD.A; putative ABC transport system ATP-binding protein
PSPTO_4166	2.36995797532791	2.58965554592382	-0.21969757059591	nonDEG	OG0001434	K03976	ybaK; Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase [EC:3.1.1.-]
PSPTO_4167	7.02517677497518	9.11121425050276	-2.08603747552758	down	OG0000284	K06188	aqpZ; aquaporin Z
PSPTO_4168	8.38717188681463	8.92463709249807	-0.537465205683441	nonDEG	OG0000119	K00864	glpK; glycerol kinase [EC:2.7.1.30]
PSPTO_4169	8.44783325410165	9.24818522206455	-0.8003519679629	nonDEG	OG0000081	K02444	glpR; DeoR family transcriptional regulator, glycerol-3-phosphate regulon repressor
PSPTO_4170	9.6477129689534	11.3522633688634	-1.70455039991	down	OG0000607	K00111	glpA; glycerol-3-phosphate dehydrogenase [EC:1.1.5.3]
PSPTO_4171	7.78109126568094	8.21465515843928	-0.43356389275834	nonDEG	OG0001365	K10001	gltI; glutamate/aspartate transport system substrate-binding protein
PSPTO_4172	4.526771227286	4.21390415633192	0.31286707095408	nonDEG	OG0002211	K10003	gltJ; glutamate/aspartate transport system permease protein
PSPTO_4173	2.56997263811213	4.494377439844	-1.92440480173187	nonDEG	OG0000026	K02029	ABC.PA.P; polar amino acid transport system permease protein
PSPTO_4174	5.40357947244338	6.92925804389827	-1.52567857145489	down	OG0000000	K02003	ABC.CD.A; putative ABC transport system ATP-binding protein
PSPTO_4175	6.3702280230631	8.5645550072792	-2.1943269842161	down	OG0000606	K10125	dctB; two-component system, NtrC family, C4-dicarboxylate transport sensor histidine kinase DctB [EC:2.7.13.3]
PSPTO_4176	4.12499048229055	6.23359741435413	-2.10860693206358	down	OG0000007	K02667	pilR; two-component system, NtrC family, response regulator PilR
PSPTO_4177	6.61526120871982	6.08584032314428	0.52942088557554	nonDEG	OG0000556		
PSPTO_4178	0.928659452497411	1.41528082946992	-0.486621376972509	nonDEG	OG0002210		
PSPTO_4179	7.63421918885002	5.94784420070064	1.68637498814938	up	OG0001152	K00549	metE; 5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase [EC:2.1.1.14]
PSPTO_4180	6.34642835868023	3.27855170027287	3.06787665840736	up	OG0002209	K03576	metR; LysR family transcriptional regulator, regulator for metE and metH
PSPTO_4181	1.85694099518762	4.66260279779016	-2.80566180260254	down	OG0000055	K03574	mutT; 8-oxo-dGTP diphosphatase [EC:3.6.1.55]
PSPTO_4182	5.39003270185067	4.88653271776677	0.503499984083899	nonDEG	OG0000504	K01921	ddl; D-alanine-D-alanine ligase [EC:6.3.2.4]
PSPTO_4183	9.63127859635661	6.9311250561706	2.70015354018601	up	OG0000559	K02909	RP-L31; large subunit ribosomal protein L31
PSPTO_4185	3.31871946561528	3.74850322350396	-0.42978375788868	nonDEG	OG0003017		
PSPTO_4186	0.942292655230937	2.23542793906869	-1.29313528383775	nonDEG	OG0004537		
PSPTO_4191	5.9303388464484	5.17663839721385	0.75370044923455	nonDEG	OG0003433		
PSPTO_4192	7.32410691639023	1.96023421046282	5.36387270592741	up	OG0000509		
PSPTO_4193	6.33125873768295	3.72675633070161	2.60450240698134	up	OG0000912		
PSPTO_4194	3.9464045387004	3.81852447159101	0.12788006710939	nonDEG	OG0002453		
PSPTO_4195	5.94274236789595	6.11447223131918	-0.17172986342323	nonDEG	OG0002208		
PSPTO_4196	7.20813780910946	5.65046723279722	1.55767057631224	up	OG0000508	K00117	gcd; quinoprotein glucose dehydrogenase [EC:1.1.5.2]
PSPTO_4197	5.6501359221138	4.07538497730813	1.57475094480567	up	OG0003835	K02055	ABC.SP.S; putative spermidine/putrescine transport system substrate-binding protein
PSPTO_4198	6.61835169807571	5.93875423930093	0.67959745877478	nonDEG	OG0000161	K02234	cobW; cobalamin biosynthesis protein CobW
PSPTO_4200	5.12377542745862	2.92229045138156	2.20148497607706	up	OG0000001	K00059	fabG; 3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]
PSPTO_4201	6.2797783066086	3.60209935045564	2.67767895615296	up	OG0000001	K00059	fabG; 3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]
PSPTO_4202	5.92945398473103	3.42279763761661	2.50665634711442	up	OG0004321		
PSPTO_4203	8.29755300300718	3.01134267473115	5.28621032827603	up	OG0000201	K22278	pdgA; peptidoglycan-N-acetylglucosamine deacetylase [EC:3.5.1.104]
PSPTO_4204	6.33269329169982	3.45904660901721	2.87364668268261	up	OG0000087	K02433	gatA; aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit A [EC:6.3.5.6 6.3.5.7]
PSPTO_4205	5.81663809752691	5.2547282706119	0.56190982691501	nonDEG	OG0003833		
PSPTO_4206	3.48320561926047	5.0771379139239	-1.59393229466343	nonDEG	OG0003836	K06886	glbN; hemoglobin
PSPTO_4207	3.16369212939154	4.03384901099657	-0.87015688160503	nonDEG	OG0004322		
PSPTO_4208	6.48736740663391	7.22485416303438	-0.73748675640047	nonDEG	OG0000002	K21023	mucR; diguanylate cyclase [EC:2.7.7.65]
PSPTO_4209	6.99522317400616	6.9789764917601	0.0162466822460603	nonDEG	OG0003431		
PSPTO_4210	8.11201255531973	8.88611582399691	-0.77410326867718	nonDEG	OG0000288	K01338	lon; ATP-dependent Lon protease [EC:3.4.21.53]
PSPTO_4211	7.25933317591067	7.27943248220115	-0.0200993062904802	nonDEG	OG0003430	K14475	ICP; inhibitor of cysteine peptidase
PSPTO_4212	5.64790135911429	5.87550167569919	-0.227600316584899	nonDEG	OG0002452	K15256	cmoA; tRNA (cmo5U34)-methyltransferase [EC:2.1.1.-]
PSPTO_4213	3.79133552308986	5.94077575629632	-2.14944023320646	down	OG0003015	K15257	cmoB; tRNA (mo5U34)-methyltransferase [EC:2.1.1.-]
PSPTO_4214	5.09233109239087	5.86232309721251	-0.76999200482164	nonDEG	OG0001432	K03474	pdxJ; pyridoxine 5-phosphate synthase [EC:2.6.99.2]
PSPTO_4215	2.95239485987671	4.76364080198234	-1.81124594210563	nonDEG	OG0001824	K03584	recO; DNA repair protein RecO (recombination protein O)
PSPTO_4216	5.33647757454392	6.64080619791387	-1.30432862336995	down	OG0000911	K03595	era; GTPase
PSPTO_4217	3.50121684768322	4.56016408363149	-1.05894723594827	nonDEG	OG0001059	K03685	rnc; ribonuclease III [EC:3.1.26.3]
PSPTO_4218	2.56249042483643	4.26882534497436	-1.70633492013793	nonDEG	OG0004031		
PSPTO_4219	7.52396224461103	8.48420524943075	-0.960243004819719	nonDEG	OG0000380	K03100	lepB; signal peptidase I [EC:3.4.21.89]
PSPTO_4220	8.20378387743711	9.42141239784197	-1.21762852040486	down	OG0000910	K03596	lepA; GTP-binding protein LepA
PSPTO_4221	8.7398130509973	7.7847124394298	0.9551006115675	nonDEG	OG0000163	K04771	degP; serine protease Do [EC:3.4.21.107]
PSPTO_4222	8.59471067049327	7.48188988332324	1.11282078717003	up	OG0002675	K03598	rseB; sigma-E factor negative regulatory protein RseB
PSPTO_4223	10.6711047989137	6.96421809152108	3.70688670739262	up	OG0003809	K03597	rseA; sigma-E factor negative regulatory protein RseA
PSPTO_4224	11.8700104509527	9.53495239187429	2.33505805907841	up	OG0000019	K03088	rpoE; RNA polymerase sigma-70 factor, ECF subfamily
PSPTO_4225	7.34978597065291	8.12752450670071	-0.777738536047799	nonDEG	OG0000215	K00278	nadB; L-aspartate oxidase [EC:1.4.3.16]
PSPTO_4226	5.07478969194081	5.11012007472706	-0.0353303827862499	nonDEG	OG0003366	K19168	cptA; toxin CptA
PSPTO_4227	3.30918536044659	4.29356682738905	-0.98438146694246	nonDEG	OG0001987	K09159	cptB; antitoxin CptB
PSPTO_4228	5.89465952778417	6.56933329801406	-0.67467377022989	nonDEG	OG0001546	K06980	ygfZ; tRNA-modifying protein YgfZ
PSPTO_4229	6.86109805680253	7.08438142824704	-0.22328337144451	nonDEG	OG0002984		
PSPTO_4230	5.67148143991585	6.73768365138028	-1.06620221146443	down	OG0000010	K07636	phoR; two-component system, OmpR family, phosphate regulon sensor histidine kinase PhoR [EC:2.7.13.3]
PSPTO_4231	5.4848663675896	5.52411604375899	-0.0392496761693897	nonDEG	OG0000003	K07657	phoB; two-component system, OmpR family, phosphate regulon response regulator PhoB
PSPTO_4232	6.07485940215742	5.28658205339742	0.78827734876	nonDEG	OG0001808	K07795	tctC; putative tricarboxylic transport membrane protein
PSPTO_4233	4.63247190503472	3.46623796732165	1.16623393771307	nonDEG	OG0003365	K07794	tctB; putative tricarboxylic transport membrane protein
PSPTO_4234	4.85862425580429	4.96001135067928	-0.10138709487499	nonDEG	OG0001545	K07793	tctA; putative tricarboxylic transport membrane protein
PSPTO_4235	2.19408480262777	4.40726982606311	-2.21318502343534	nonDEG	OG0002983	K07120	uncharacterized protein
PSPTO_4236	5.55501452759606	5.516445718958	0.0385688086380602	nonDEG	OG0001039	K03648	UNG; uracil-DNA glycosylase [EC:3.2.2.27]
PSPTO_4237	10.9832627659799	9.01680637793515	1.96645638804475	up	OG0006494		
PSPTO_4238	8.15082666131239	-0.827725942663434	8.97855260397582	up	OG0003092	K02051	ABC.SN.S; NitT/TauT family transport system substrate-binding protein
PSPTO_4239	5.51978019307227	-1.19451825134442	6.71429844441669	up	OG0005017	K02050	ABC.SN.P; NitT/TauT family transport system permease protein
PSPTO_4240	4.5546633932772	-0.908446600746735	5.46310999402393	up	OG0005016	K02049	ABC.SN.A; NitT/TauT family transport system ATP-binding protein
PSPTO_4241	5.90890777983784	-0.837190829702604	6.74609860954044	up	OG0003929	K09967	uncharacterized protein
PSPTO_4242	6.42606001664564	3.92408982505528	2.50197019159036	up	OG0003928	K09967	uncharacterized protein
PSPTO_4243	4.61603101053845	3.16947799442093	1.44655301611752	nonDEG	OG0003927	K01941	E6.3.4.6; urea carboxylase [EC:6.3.4.6]
PSPTO_4244	2.46362011750952	1.74595673428287	0.71766338322665	nonDEG	OG0003095	K01457	atzF; allophanate hydrolase [EC:3.5.1.54]
PSPTO_4245	3.91472370650416	3.81881144914296	0.0959122573612001	nonDEG	OG0006367		
PSPTO_4246	1.96364626377901	0.128720950580609	1.8349253131984	nonDEG	OG0003364		
PSPTO_4247	2.47733472988005	5.77898967070063	-3.30165494082058	down	OG0000112	K06178	rluB; 23S rRNA pseudouridine2605 synthase [EC:5.4.99.22]
PSPTO_4248	2.42259951696385	1.62336120305722	0.79923831390663	nonDEG	OG0002632		
PSPTO_4250	6.30235948160584	6.34842043388644	-0.0460609522805999	nonDEG	OG0000016	K07729	putative transcriptional regulator
PSPTO_4254	2.01796204604492	3.3524407567499	-1.33447871070498	nonDEG	OG0001777	K00383	GSR; glutathione reductase (NADPH) [EC:1.8.1.7]
PSPTO_4255	7.90325103406305	-0.793599387525339	8.69685042158839	up	OG0001910		
PSPTO_4256	7.15224300862531	3.24906377881523	3.90317922981008	up	OG0000129	K10680	nemA; N-ethylmaleimide reductase [EC:1.-.-.-]
PSPTO_4259	2.56062345530205	4.15421835010303	-1.59359489480098	nonDEG	OG0000185	K03455	TC.KEF; monovalent cation:H+ antiporter-2, CPA2 family
PSPTO_4261	3.42805645040706	2.20250493185027	1.22555151855679	nonDEG	OG0000556		
PSPTO_4263	6.31806679387414	1.69958022550719	4.61848656836695	up	OG0000001	K00059	fabG; 3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]
PSPTO_4264	8.72496716028415	3.49090280310143	5.23406435718272	up	OG0002087		
PSPTO_4265	4.43718170572203	2.67228412879275	1.76489757692928	up	OG0000070	K01758	CTH; cystathionine gamma-lyase [EC:4.4.1.1]
PSPTO_4267	5.73390958896536	5.54370926665809	0.19020032230727	nonDEG	OG0000473	K16137	nemR; TetR/AcrR family transcriptional regulator, transcriptional repressor for nem operon
PSPTO_4272	2.63093928621545	6.68325069223616	-4.05231140602071	down			
PSPTO_4274	3.78133624913277	1.86753645593739	1.91379979319538	nonDEG	OG0000025	K19736	aefR; TetR/AcrR family transcriptional regulator, regulator of autoinduction and epiphytic fitness
PSPTO_4275	6.08399461689351	5.44372023591542	0.64027438097809	nonDEG	OG0000277	K07124	uncharacterized protein
PSPTO_4276	5.29905404358105	4.07226985488962	1.22678418869143	up	OG0000006		
PSPTO_4277	5.31748808644873	3.76445627991221	1.55303180653652	up	OG0001881	K14731	mlhB; epsilon-lactone hydrolase [EC:3.1.1.83]
PSPTO_4278	4.51531255156099	5.70070100836151	-1.18538845680052	nonDEG	OG0000158	K19577	ydhP; MFS transporter, DHA1 family, inner membrane transport protein
PSPTO_4279	5.14580728305742	5.37546760978296	-0.22966032672554	nonDEG	OG0000449	K07807	uncharacterized protein
PSPTO_4280	3.9937990231576	5.11207069045734	-1.11827166729974	nonDEG	OG0003790	K08970	rcnA; nickel/cobalt exporter
PSPTO_4283	3.69718575038206	6.44020740161865	-2.74302165123659	down			
PSPTO_4284	2.18572785400671	5.32943247175685	-3.14370461775014	down	OG0006938		
PSPTO_4285	5.62651368098477	8.7332821462765	-3.10676846529173	down	OG0000169	K00043	gbd; 4-hydroxybutyrate dehydrogenase [EC:1.1.1.61]
PSPTO_4286	5.13586386536975	6.76376870737342	-1.62790484200367	down	OG0001985		
PSPTO_4287	5.8031909292098	6.7268160830405	-0.923625153830701	nonDEG			
PSPTO_4288	3.77965240860513	6.01446263309217	-2.23481022448704	down	OG0001807	K08988	putative membrane protein
PSPTO_4289	1.43017843629008	1.89637321067866	-0.46619477438858	nonDEG	OG0001391	K06872	uncharacterized protein
PSPTO_4290	6.65978038221536	7.9652076249274	-1.30542724271204	down	OG0000146	K05349	bglX; beta-glucosidase [EC:3.2.1.21]
PSPTO_4291	4.74749839332165	6.20639731144827	-1.45889891812662	down	OG0000606	K10125	dctB; two-component system, NtrC family, C4-dicarboxylate transport sensor histidine kinase DctB [EC:2.7.13.3]
PSPTO_4292	3.10249234898816	5.31072368501127	-2.20823133602311	down	OG0000007	K02667	pilR; two-component system, NtrC family, response regulator PilR
PSPTO_4293	7.44451442857412	8.33502792359125	-0.89051349501713	nonDEG	OG0000053	K13587	cckA; two-component system, cell cycle sensor histidine kinase and response regulator CckA [EC:2.7.13.3]
PSPTO_4294	6.92324559301688	6.67148382347225	0.25176176954463	nonDEG	OG0004877	K04045	hscC; molecular chaperone HscC
PSPTO_4295	6.20087759207485	7.33915940899785	-1.138281816923	down	OG0002932		
