	flg_Col	flg_Kb	flg_FC	flg_DEG	OG	KO.id	KO.description
PSPTO_4964	7.69378552436303	6.79227186560907	0.90151365875396	nonDEG	OG0002228	K07000	uncharacterized protein
PSPTO_4965	5.54017472518959	5.17621078681472	0.363963938374869	nonDEG	OG0000632	K03651	cpdA; 3',5'-cyclic-AMP phosphodiesterase [EC:3.1.4.53]
PSPTO_4966	3.31355573059049	4.89194448960374	-1.57838875901325	down			
PSPTO_4969	5.13128752937511	6.38252781947726	-1.25124029010215	down			
PSPTO_4970	5.51580598700699	7.13254642200149	-1.6167404349945	down	OG0002524		
PSPTO_4971	3.35452472967428	4.42443064826489	-1.06990591859061	nonDEG	OG0000179	K07481	transposase
PSPTO_4972	6.98105254635274	5.73227027723369	1.24878226911905	up	OG0002475	K09920	uncharacterized protein
PSPTO_4973	6.87078799216141	7.40751256692191	-0.5367245747605	nonDEG	OG0000310	K01515	nudF; ADP-ribose pyrophosphatase [EC:3.6.1.13]
PSPTO_4974	7.50975287110957	9.07948249635134	-1.56972962524177	down	OG0002474		
PSPTO_4975	5.75015208810472	5.82633880123446	-0.07618671312974	nonDEG	OG0002726		
PSPTO_4976	9.1543647119978	7.83257584899918	1.32178886299862	up	OG0001575	K03147	thiC; phosphomethylpyrimidine synthase [EC:4.1.99.17]
PSPTO_4977	8.90095911555608	8.56559108382846	0.33536803172762	nonDEG	OG0000314	K12340	tolC; outer membrane protein
PSPTO_4978	6.86377393113215	6.76435301686571	0.0994209142664397	nonDEG	OG0001439	K02527	kdtA; 3-deoxy-D-manno-octulosonic-acid transferase [EC:2.4.99.12 2.4.99.13 2.4.99.14 2.4.99.15]
PSPTO_4979	3.25919347892607	4.6141264098539	-1.35493293092783	nonDEG	OG0000165	K11741	sugE; quaternary ammonium compound-resistance protein SugE
PSPTO_4980	8.24875086281418	8.12279957733294	0.125951285481241	nonDEG	OG0003475		
PSPTO_4981	5.67914520913421	6.60540016436025	-0.926254955226041	nonDEG	OG0002725		
PSPTO_4982	6.20113421598696	6.51077510510751	-0.30964088912055	nonDEG	OG0003474		
PSPTO_4983	6.77974913848259	6.86645491505526	-0.0867057765726704	nonDEG	OG0001206	K03272	gmhC; D-beta-D-heptose 7-phosphate kinase / D-beta-D-heptose 1-phosphate adenosyltransferase [EC:2.7.1.167 2.7.7.70]
PSPTO_4984	6.98960764814691	8.44528120320281	-1.4556735550559	down	OG0000021	K06147	ABCB-BAC; ATP-binding cassette, subfamily B, bacterial
PSPTO_4985	5.68410475630673	5.79547686485223	-0.1113721085455	nonDEG	OG0003472		
PSPTO_4986	5.60517623631386	5.72025961749886	-0.115083381184999	nonDEG	OG0003473		
PSPTO_4987	4.24170244134243	6.12770653845828	-1.88600409711585	down	OG0003864		
PSPTO_4988	6.83509540478729	7.86765168725549	-1.0325562824682	down	OG0003863		
PSPTO_4989	6.298225218974	7.739367427671	-1.441142208697	down	OG0003471		
PSPTO_4990	2.91931810346608	5.89004800280159	-2.97072989933551	down	OG0003470		
PSPTO_4991	4.22323457903018	5.55901441342561	-1.33577983439543	down	OG0000014	K14335	pimC; alpha-1,6-mannosyltransferase [EC:2.4.1.-]
PSPTO_4992	8.70185561648434	8.42208634858265	0.27976926790169	nonDEG	OG0003042	K00612	E2.1.3.-; carbamoyltransferase [EC:2.1.3.-]
PSPTO_4993	1.54184286295667	3.93441508118861	-2.39257221823194	down	OG0002060		
PSPTO_4994	1.54134594362207	2.81789131582907	-1.276545372207	nonDEG	OG0000138		
PSPTO_4996	5.32774594240659	5.58091896807471	-0.25317302566812	nonDEG	OG0002060		
PSPTO_4997	5.64174801338614	6.77301970788459	-1.13127169449845	down	OG0002724		
PSPTO_4998	5.12841766137948	5.57907849707734	-0.45066083569786	nonDEG	OG0003469		
PSPTO_4999	5.94037432716332	7.28329647463235	-1.34292214746903	down	OG0003468		
PSPTO_5000	5.32209169137855	6.86953002453381	-1.54743833315526	down	OG0003467	K02848	waaP; heptose I phosphotransferase [EC:2.7.1.-]
PSPTO_5001	4.26439513189681	5.04242761774097	-0.77803248584416	nonDEG	OG0002723	K02844	waaG; UDP-glucose:(heptosyl)LPS alpha-1,3-glucosyltransferase [EC:2.4.1.-]
PSPTO_5002	4.14393041996885	5.34521708796565	-1.2012866679968	nonDEG	OG0002226	K02841	waaC; heptosyltransferase I [EC:2.4.-.-]
PSPTO_5003	6.04825542336458	6.16967275250256	-0.12141732913798	nonDEG	OG0001075	K02843	waaF; heptosyltransferase II [EC:2.4.-.-]
PSPTO_5004	7.16130821855038	7.88963455653196	-0.728326337981581	nonDEG	OG0001573	K00982	glnE; [glutamine synthetase] adenylyltransferase / [glutamine synthetase]-adenylyl-L-tyrosine phosphorylase [EC:2.7.7.42 2.7.7.89]
PSPTO_5005	11.34555729316	11.5873087428042	-0.2417514496442	nonDEG	OG0001146	K00163	aceE; pyruvate dehydrogenase E1 component [EC:1.2.4.1]
PSPTO_5006	9.63863577629366	8.67406819208452	0.964567584209139	nonDEG	OG0000088	K00658	DLST; 2-oxoglutarate dehydrogenase E2 component (dihydrolipoamide succinyltransferase) [EC:2.3.1.61]
PSPTO_5007	7.62672539826271	7.32640502716511	0.3003203710976	nonDEG	OG0000051	K05592	deaD; ATP-dependent RNA helicase DeaD [EC:3.6.4.13]
PSPTO_5008	5.9014881119258	7.84470557196552	-1.94321746003972	down	OG0001160		
PSPTO_5009	7.06592151001606	7.43420089032885	-0.36827938031279	nonDEG	OG0000714		
PSPTO_5010	4.24355636507634	3.87674296758897	0.36681339748737	nonDEG	OG0003314	K02030	ABC.PA.S; polar amino acid transport system substrate-binding protein
PSPTO_5011	6.9238434685198	7.99882419128563	-1.07498072276583	down	OG0000195	K02348	elaA; ElaA protein
PSPTO_5012	5.65055484612322	5.25929397393416	0.39126087218906	nonDEG	OG0003315		
PSPTO_5013	4.4585881547807	6.67385715178607	-2.21526899700537	down	OG0000825	K07043	uncharacterized protein
PSPTO_5014	7.09357573136551	5.76136612757397	1.33220960379154	up	OG0000002	K21023	mucR; diguanylate cyclase [EC:2.7.7.65]
PSPTO_5015	7.79232868066532	8.30411465249372	-0.5117859718284	nonDEG	OG0003316		
PSPTO_5016	7.11716748762035	9.03643812175408	-1.91927063413373	down	OG0000122	K14393	actP; cation/acetate symporter
PSPTO_5017	10.1769698873318	11.0470043861991	-0.8700344988673	nonDEG	OG0000669	K13821	putA; RHH-type transcriptional regulator, proline utilization regulon repressor / proline dehydrogenase / delta 1-pyrroline-5-carboxylate dehydrogenase [EC:1.5.5.2 1.2.1.88]
PSPTO_5018	3.9763652790115	4.6645930534107	-0.6882277743992	nonDEG	OG0000577	K07497	putative transposase
PSPTO_5019	3.36148962826145	3.71733068369333	-0.35584105543188	nonDEG			
PSPTO_5020	7.75480908118828	6.0576710696248	1.69713801156348	up	OG0003041	K00248	ACADS; butyryl-CoA dehydrogenase [EC:1.3.8.1]
PSPTO_5021	3.71540209429815	4.84858454540933	-1.13318245111118	nonDEG	OG0002060		
PSPTO_5022	3.38625487121347	5.61367506690397	-2.2274201956905	down	OG0004386		
PSPTO_5023	5.8690904354434	7.25571506588001	-1.38662463043661	down	OG0001837	K11105	cvrA; cell volume regulation protein A
PSPTO_5024	9.88272172496974	10.1808052824022	-0.298083557432461	nonDEG	OG0003039	K05802	mscK; potassium-dependent mechanosensitive channel
PSPTO_5025	3.21919470013211	4.9797411365096	-1.76054643637749	down	OG0006116		
PSPTO_5027	5.17769679696317	5.87452473557379	-0.69682793861062	nonDEG	OG0000028	K11475	vanR; GntR family transcriptional regulator, vanillate catabolism transcriptional regulator
PSPTO_5028	6.07275410993036	6.7333624568514	-0.66060834692104	nonDEG	OG0001438	K08997	ydiU; uncharacterized protein
PSPTO_5029	3.15076885509811	3.95562302661822	-0.80485417152011	nonDEG	OG0002642	K06598	chpC; chemosensory pili system protein ChpC
PSPTO_5030	7.58683711486721	8.54026428570669	-0.953427170839481	nonDEG	OG0000357	K03407	cheA; two-component system, chemotaxis family, sensor kinase CheA [EC:2.7.13.3]
PSPTO_5031	6.91986583966332	7.91582468262861	-0.99595884296529	nonDEG	OG0002393	K02660	pilJ; twitching motility protein PilJ
PSPTO_5032	3.56507041066584	3.47227110307694	0.0927993075889	nonDEG	OG0002394	K02659	pilI; twitching motility protein PilI
PSPTO_5033	3.3991850922336	3.91267262810005	-0.51348753586645	nonDEG	OG0000086	K03413	cheY; two-component system, chemotaxis family, chemotaxis protein CheY
PSPTO_5034	9.07922023896034	9.71927348663244	-0.6400532476721	nonDEG	OG0000086	K03413	cheY; two-component system, chemotaxis family, chemotaxis protein CheY
PSPTO_5035	7.94136762722406	7.48879164471043	0.45257598251363	nonDEG	OG0001654	K01920	gshB; glutathione synthase [EC:6.3.2.3]
PSPTO_5036	6.9935401586803	7.36736638416432	-0.37382622548402	nonDEG	OG0002395	K03832	tonB; periplasmic protein TonB
PSPTO_5037	7.95607319844343	8.27515983280498	-0.319086634361549	nonDEG	OG0001405	K07735	algH; putative transcriptional regulator
PSPTO_5038	7.32154397900183	8.04160516743034	-0.72006118842851	nonDEG	OG0000830	K07447	ruvX; putative holliday junction resolvase [EC:3.1.-.-]
PSPTO_5039	6.95730349979739	7.14702968375574	-0.18972618395835	nonDEG	OG0001278	K02825	pyrR; pyrimidine operon attenuation protein / uracil phosphoribosyltransferase [EC:2.4.2.9]
PSPTO_5040	8.12981483510452	7.71588702626266	0.41392780884186	nonDEG	OG0000716	K00609	pyrB; aspartate carbamoyltransferase catalytic subunit [EC:2.1.3.2]
PSPTO_5041	7.14856361113557	7.01650206761839	0.13206154351718	nonDEG	OG0000258	K01465	URA4; dihydroorotase [EC:3.5.2.3]
PSPTO_5043	7.1355078540252	8.14049244241341	-1.00498458838821	down	OG0003317		
PSPTO_5044	6.09237836752313	6.40711486740232	-0.31473649987919	nonDEG	OG0000078	K13694	mepS; murein DD-endopeptidase / murein LD-carboxypeptidase [EC:3.4.-.- 3.4.17.13]
PSPTO_5045	6.57216341531047	6.31918463534645	0.25297877996402	nonDEG	OG0000075	K02454	gspE; general secretion pathway protein E
PSPTO_5046	6.43609481487506	6.41387265099663	0.0222221638784292	nonDEG	OG0000831	K06997	yggS; PLP dependent protein
PSPTO_5047	7.43558150366787	7.18013936848759	0.25544213518028	nonDEG	OG0000498	K00286	proC; pyrroline-5-carboxylate reductase [EC:1.5.1.2]
PSPTO_5048	6.23354012374429	7.20225698375916	-0.96871686001487	nonDEG	OG0001787	K02221	yggT; YggT family protein
PSPTO_5049	7.07436929009439	7.69852133163637	-0.62415204154198	nonDEG	OG0000717	K00641	metX; homoserine O-acetyltransferase/O-succinyltransferase [EC:2.3.1.31 2.3.1.46]
PSPTO_5050	8.39427010203342	9.34386311731596	-0.94959301528254	nonDEG	OG0001655		
PSPTO_5051	5.70684050431654	7.24556666936273	-1.53872616504619	down	OG0000832	K02428	rdgB; XTP/dITP diphosphohydrolase [EC:3.6.1.66]
PSPTO_5052	6.92288402034647	7.01212090801062	-0.0892368876641498	nonDEG	OG0000718		
PSPTO_5053	4.56731420976616	6.40698828410049	-1.83967407433433	down	OG0003318		
PSPTO_5054	3.60382007757127	5.13045031189803	-1.52663023432676	down	OG0006067		
PSPTO_5055	3.9774336891502	4.88317394775344	-0.90574025860324	nonDEG	OG0005023		
PSPTO_5057	8.97230251981672	9.07091713503921	-0.0986146152224894	nonDEG	OG0000644	K01687	ilvD; dihydroxy-acid dehydratase [EC:4.2.1.9]
PSPTO_5058	9.30597336880102	8.20043848634456	1.10553488245646	up	OG0000116	K00812	aspB; aspartate aminotransferase [EC:2.6.1.1]
PSPTO_5060	9.51636643209487	4.11803427079138	5.39833216130349	up	OG0000127	K00020	mmsB; 3-hydroxyisobutyrate dehydrogenase [EC:1.1.1.31]
PSPTO_5061	8.16890428247023	1.71663832298392	6.45226595948631	up	OG0002260	K21948	otnK; 3-dehydrotetronate 4-kinase [EC:2.7.1.217]
PSPTO_5062	5.18346495526476	0.847807756716107	4.33565719854865	up	OG0000491	K08964	mtnB; methylthioribulose-1-phosphate dehydratase [EC:4.2.1.109]
PSPTO_5063	7.83374567222191	4.36465695157299	3.46908872064892	up	OG0000349	K03299	TC.GNTP; gluconate:H+ symporter, GntP family
PSPTO_5064	6.99987447037372	3.87176291453534	3.12811155583838	up	OG0000400	K01816	hyi; hydroxypyruvate isomerase [EC:5.3.1.22]
PSPTO_5066	1.92145318717651	2.96909189128628	-1.04763870410977	nonDEG	OG0000577	K07497	putative transposase
PSPTO_5067	7.71175841075191	6.46401992197461	1.2477384887773	up	OG0002952		
PSPTO_5068	9.28843727752356	9.42996826017662	-0.141530982653061	nonDEG	OG0001404	K01251	E3.3.1.1; adenosylhomocysteinase [EC:3.3.1.1]
PSPTO_5069	7.46305508479001	7.83624448625899	-0.37318940146898	nonDEG	OG0001161	K00297	metF; methylenetetrahydrofolate reductase (NADPH) [EC:1.5.1.20]
PSPTO_5070	9.10983438500924	8.49651882037362	0.61331556463562	nonDEG	OG0000051	K05592	deaD; ATP-dependent RNA helicase DeaD [EC:3.6.4.13]
PSPTO_5071	9.47556995991459	10.7799591616029	-1.30438920168831	down	OG0000311		
PSPTO_5072	7.29186733108404	6.28871888464187	1.00314844644217	up	OG0000333	K12262	cybB; cytochrome b561
PSPTO_5073	1.63264854426133	0.809387947984402	0.823260596276928	nonDEG			
PSPTO_5074	7.3542902443727	7.33062137742022	0.0236688669524794	nonDEG	OG0003087	K00274	MAO; monoamine oxidase [EC:1.4.3.4]
PSPTO_5075	6.61689484331864	7.42979602953998	-0.81290118622134	nonDEG	OG0001653	K00833	bioA; adenosylmethionine---8-amino-7-oxononanoate aminotransferase [EC:2.6.1.62]
PSPTO_5076	5.66615303516988	5.03841570399664	0.62773733117324	nonDEG	OG0000828	K09761	rsmE; 16S rRNA (uracil1498-N3)-methyltransferase [EC:2.1.1.193]
PSPTO_5077	5.31324115319798	4.58081829474951	0.73242285844847	nonDEG	OG0001021	K11068	hlyIII; hemolysin III
PSPTO_5078	5.1896495496043	5.48490618442129	-0.29525663481699	nonDEG	OG0003786	K13928	mdcR; LysR family transcriptional regulator, malonate utilization transcriptional regulator
PSPTO_5079	3.07188546116209	0.0624455917328375	3.00943986942925	nonDEG	OG0003787		
PSPTO_5080	4.30006835096352	1.28439854025263	3.01566981071089	up	OG0003788		
PSPTO_5081	4.64841893905676	2.27525077737184	2.37316816168492	up	OG0000424	K00645	fabD; [acyl-carrier-protein] S-malonyltransferase [EC:2.3.1.39]
PSPTO_5082	5.82539121294305	2.80649424408011	3.01889696886294	up	OG0002637	K13934	mdcG; phosphoribosyl-dephospho-CoA transferase [EC:2.7.7.66]
PSPTO_5083	6.34688315023523	3.39984372508316	2.94703942515207	up	OG0002953	K13933	mdcE; malonate decarboxylase gamma subunit [EC:4.1.1.87]
PSPTO_5084	7.48183456470528	2.71531807525822	4.76651648944706	up	OG0002638	K13932	mdcD; malonate decarboxylase beta subunit [EC:4.1.1.87]
PSPTO_5086	6.27076431673844	2.4780786060913	3.79268571064714	up	OG0002640	K13930	mdcB; triphosphoribosyl-dephospho-CoA synthase [EC:2.4.2.52]
PSPTO_5087	8.53411078981129	5.81635796164248	2.71775282816881	up	OG0002641	K13929	mdcA; malonate decarboxylase alpha subunit [EC:2.3.1.187]
PSPTO_5089	1.82028627257046	2.27558519596314	-0.45529892339268	nonDEG	OG0000259		
PSPTO_5090	7.14469836927599	6.43721239164934	0.70748597762665	nonDEG	OG0000101	K03496	parA; chromosome partitioning protein
PSPTO_5091	5.9740518626392	6.64833974691285	-0.674287884273649	nonDEG	OG0002722		
PSPTO_5092	5.8878678372737	6.92115653433717	-1.03328869706347	down	OG0003465		
PSPTO_5093	1.4280671244883	3.39558273074795	-1.96751560625965	down	OG0002472	K02078	acpP; acyl carrier protein
PSPTO_5094	2.27206897099617	1.73150509451322	0.54056387648295	nonDEG	OG0002225	K02078	acpP; acyl carrier protein
PSPTO_5095	4.70211103031842	5.19591315480681	-0.49380212448839	nonDEG	OG0003464		
PSPTO_5096	6.21617289584582	6.99616790533695	-0.77999500949113	nonDEG	OG0002026	K02372	fabZ; 3-hydroxyacyl-[acyl-carrier-protein] dehydratase [EC:4.2.1.59]
PSPTO_5097	4.03065956101815	4.14685271048365	-0.1161931494655	nonDEG	OG0000511	K00721	DPM1; dolichol-phosphate mannosyltransferase [EC:2.4.1.83]
PSPTO_5098	1.77306663736896	4.48420788485778	-2.71114124748882	down	OG0002224		
PSPTO_5099	4.21093516085948	5.1677518300004	-0.95681666914092	nonDEG	OG0003463	K01745	hutH; histidine ammonia-lyase [EC:4.3.1.3]
PSPTO_5100	2.50613730483134	3.05660460286378	-0.55046729803244	nonDEG	OG0002223	K07107	ybgC; acyl-CoA thioester hydrolase [EC:3.1.2.-]
PSPTO_5101	3.33752037634214	4.20963565048277	-0.87211527414063	nonDEG	OG0001693		
PSPTO_5102	5.5666095067359	5.893524229274	-0.3269147225381	nonDEG	OG0002025		
PSPTO_5103	2.58010309283775	3.82320549267381	-1.24310239983606	nonDEG	OG0004392		
PSPTO_5104	4.38602865860136	4.64243300630585	-0.25640434770449	nonDEG	OG0002222	K21401	menJ; menaquinone-9 beta-reductase [EC:1.3.99.38]
PSPTO_5105	4.81410072218721	4.73407637152793	0.0800243506592802	nonDEG	OG0000526		
PSPTO_5106	2.73208506082874	3.32730683417279	-0.59522177334405	nonDEG	OG0003861		
PSPTO_5107	5.79279227862808	6.6235636285804	-0.83077134995232	nonDEG	OG0002471	K00647	fabB; 3-oxoacyl-[acyl-carrier-protein] synthase I [EC:2.3.1.41]
PSPTO_5108	6.02856488657798	6.20819640150468	-0.1796315149267	nonDEG	OG0001836		
PSPTO_5109	4.03041990917975	5.0675034627902	-1.03708355361045	nonDEG	OG0000001	K00059	fabG; 3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]
PSPTO_5110	5.12666107937326	5.15600464829149	-0.0293435689182298	nonDEG	OG0000203	K09458	fabF; 3-oxoacyl-[acyl-carrier-protein] synthase II [EC:2.3.1.179]
PSPTO_5111	1.94637960816692	3.65904354574608	-1.71266393757916	nonDEG	OG0000004	K04761	oxyR; LysR family transcriptional regulator, hydrogen peroxide-inducible genes activator
PSPTO_5112	4.58940062820805	2.75110541831935	1.8382952098887	up	OG0001544	K08224	ynfM; MFS transporter, YNFM family, putative membrane transport protein
PSPTO_5113	7.12916662996816	6.71658725966325	0.41257937030491	nonDEG	OG0002982		
PSPTO_5114	3.48791330996243	5.0691635156777	-1.58125020571527	down	OG0007698		
PSPTO_5115	3.46338281375703	3.01289742925145	0.45048538450558	nonDEG	OG0000349	K03299	TC.GNTP; gluconate:H+ symporter, GntP family
PSPTO_5116	3.38964379849802	2.79600465456953	0.59363914392849	nonDEG	OG0000232	K19337	hexR; RpiR family transcriptional regulator, carbohydrate utilization regulator
PSPTO_5117	6.37280166298518	4.09690049989154	2.27590116309364	up	OG0003081	K06015	E3.5.1.81; N-acyl-D-amino-acid deacylase [EC:3.5.1.81]
PSPTO_5118	6.85484962196998	6.83758424823176	0.01726537373822	nonDEG	OG0000925	K01599	hemE; uroporphyrinogen decarboxylase [EC:4.1.1.37]
PSPTO_5119	4.42527537529558	5.07586084739833	-0.65058547210275	nonDEG	OG0005799		
PSPTO_5120	4.4778891264685	4.06795356899771	0.409935557470789	nonDEG	OG0000087	K02433	gatA; aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit A [EC:6.3.5.6 6.3.5.7]
PSPTO_5121	7.59740243030342	6.60223302472106	0.99516940558236	nonDEG	OG0001074	K00266	gltD; glutamate synthase (NADPH) small chain [EC:1.4.1.13]
PSPTO_5123	10.5158457732603	8.72328791648556	1.79255785677474	up	OG0000924	K00265	gltB; glutamate synthase (NADPH) large chain [EC:1.4.1.13]
PSPTO_5125	7.60927962419798	7.00466978663477	0.604609837563211	nonDEG	OG0002721	K03112	damX; DamX protein
PSPTO_5126	6.78920098064298	6.51894534515458	0.2702556354884	nonDEG	OG0000923	K01735	aroB; 3-dehydroquinate synthase [EC:4.2.3.4]
PSPTO_5127	5.02697243274411	5.75929907527642	-0.732326642532311	nonDEG	OG0000750	K00891	E2.7.1.71; shikimate kinase [EC:2.7.1.71]
PSPTO_5128	7.97300385956611	7.25063906356097	0.72236479600514	nonDEG	OG0000414	K02666	pilQ; type IV pilus assembly protein PilQ
PSPTO_5129	3.03057723128606	3.164177405378	-0.13360017409194	nonDEG	OG0002470	K02665	pilP; type IV pilus assembly protein PilP
PSPTO_5130	5.67931981690148	5.93139442382649	-0.25207460692501	nonDEG	OG0002784	K02664	pilO; type IV pilus assembly protein PilO
PSPTO_5131	6.9861882782141	6.4168997808158	0.5692884973983	nonDEG	OG0002469	K02663	pilN; type IV pilus assembly protein PilN
PSPTO_5132	6.87575349377542	6.7678322752468	0.10792121852862	nonDEG	OG0002468	K02662	pilM; type IV pilus assembly protein PilM
PSPTO_5133	8.19663339754072	9.62524272348483	-1.42860932594411	down	OG0001073	K05366	mrcA; penicillin-binding protein 1A [EC:2.4.1.129 3.4.16.4]
PSPTO_5134	9.05013548258668	8.42406389881505	0.626071583771632	nonDEG	OG0000668	K00029	E1.1.1.40; malate dehydrogenase (oxaloacetate-decarboxylating)(NADP+) [EC:1.1.1.40]
PSPTO_5135	4.6031334620858	1.91993972656413	2.68319373552167	up	OG0001692	K01174	nuc; micrococcal nuclease [EC:3.1.31.1]
PSPTO_5136	8.34667305985304	9.3589685937016	-1.01229553384856	down	OG0000559	K02909	RP-L31; large subunit ribosomal protein L31
PSPTO_5137	6.829383328439	7.59013480287918	-0.76075147444018	nonDEG	OG0000922	K04066	priA; primosomal protein N' (replication factor Y) (superfamily II helicase) [EC:3.6.4.-]
PSPTO_5138	7.33766294629731	8.42298047874391	-1.0853175324466	down	OG0000749	K01887	RARS; arginyl-tRNA synthetase [EC:6.1.1.19]
PSPTO_5139	7.06928092755247	7.34369754318725	-0.27441661563478	nonDEG	OG0002024	K03591	ftsN; cell division protein FtsN
PSPTO_5140	9.56557820747387	11.5270420681524	-1.96146386067853	down	OG0001572	K01419	hslV; ATP-dependent HslUV protease, peptidase subunit HslV [EC:3.4.25.2]
PSPTO_5141	7.47731972660766	8.4231815733473	-0.94586184673964	nonDEG	OG0001691	K03667	hslU; ATP-dependent HslUV protease ATP-binding subunit HslU
PSPTO_5142	2.13780305854109	5.34545975670238	-3.20765669816129	down	OG0002720		
PSPTO_5144	2.37069322122748	3.91930725625322	-1.54861403502574	nonDEG	OG0002719		
PSPTO_5145	2.28139222940025	4.17301679915885	-1.8916245697586	down	OG0000748	K03821	phbC; polyhydroxyalkanoate synthase subunit PhaC [EC:2.3.1.-]
PSPTO_5147	9.62541106782708	7.37731460825024	2.24809645957684	up	OG0001690		
PSPTO_5148	5.37060925603563	4.50726877048487	0.86334048555076	nonDEG	OG0001690		
PSPTO_5149	3.6555056380914	5.96345740688601	-2.30795176879461	down	OG0002718		
PSPTO_5150	7.52156144878717	6.89919828152615	0.62236316726102	nonDEG	OG0000747	K03183	ubiE; demethylmenaquinone methyltransferase / 2-methoxy-6-polyprenyl-1,4-benzoquinol methylase [EC:2.1.1.163 2.1.1.201]
PSPTO_5151	4.70736456173092	4.63105983556963	0.0763047261612897	nonDEG	OG0002023	K03690	ubiJ; ubiquinone biosynthesis protein UbiJ
PSPTO_5152	6.92703973715721	8.08034499503387	-1.15330525787666	down	OG0000322	K03688	ubiB; ubiquinone biosynthesis protein
PSPTO_5153	6.85614696766406	8.50500218678627	-1.64885521912221	down	OG0000342	K11755	hisIE; phosphoribosyl-ATP pyrophosphohydrolase / phosphoribosyl-AMP cyclohydrolase [EC:3.6.1.31 3.5.4.19]
PSPTO_5154	4.57622436380133	6.14971585819533	-1.573491494394	down	OG0000342	K11755	hisIE; phosphoribosyl-ATP pyrophosphohydrolase / phosphoribosyl-AMP cyclohydrolase [EC:3.6.1.31 3.5.4.19]
PSPTO_5155	6.84092900603572	8.77715261126817	-1.93622360523245	down	OG0000131	K03116	tatA; sec-independent protein translocase protein TatA
PSPTO_5156	4.75249371829719	5.78109654457708	-1.02860282627989	nonDEG	OG0000131	K03116	tatA; sec-independent protein translocase protein TatA
PSPTO_5157	6.64137551918145	7.74915238924702	-1.10777687006557	down	OG0000612	K03118	tatC; sec-independent protein translocase protein TatC
PSPTO_5158	2.57307464056789	4.70156116702169	-2.1284865264538	down	OG0003038		
PSPTO_5159	5.79485965545943	5.54118888391073	0.253670771548699	nonDEG	OG0000005	K03406	mcp; methyl-accepting chemotaxis protein
PSPTO_5160	2.32657178060416	3.92048216684421	-1.59391038624005	nonDEG	OG0000005	K03406	mcp; methyl-accepting chemotaxis protein
PSPTO_5161	8.63529806303749	8.85750552159952	-0.22220745856203	nonDEG	OG0002467	K03669	mdoH; membrane glycosyltransferase [EC:2.4.1.-]
PSPTO_5162	10.5427239908216	9.72056860842361	0.822155382397989	nonDEG	OG0003037	K03670	mdoG; periplasmic glucans biosynthesis protein
PSPTO_5163	4.20410977487005	3.95571168170681	0.24839809316324	nonDEG	OG0001314	K07560	dtd; D-aminoacyl-tRNA deacylase [EC:3.1.1.96]
PSPTO_5164	8.06630925887881	6.72392567133397	1.34238358754484	up	OG0001571	K01259	pip; proline iminopeptidase [EC:3.4.11.5]
PSPTO_5165	8.90306210188162	7.76482333648944	1.13823876539218	up	OG0001313	K00688	PYG; glycogen phosphorylase [EC:2.4.1.1]
PSPTO_5166	5.56671275521783	6.16850988734142	-0.60179713212359	nonDEG	OG0002221		
PSPTO_5167	6.47379445811283	7.12219094582171	-0.648396487708879	nonDEG	OG0003461		
PSPTO_5168	8.57016858971022	9.15305671181664	-0.58288812210642	nonDEG	OG0001437	K03841	FBP; fructose-1,6-bisphosphatase I [EC:3.1.3.11]
PSPTO_5169	6.15934883113861	5.61847262553639	0.54087620560222	nonDEG	OG0003462		
PSPTO_5170	6.58440743674824	7.57250272789098	-0.98809529114274	nonDEG	OG0001070	K03098	APOD; apolipoprotein D and lipocalin family protein
PSPTO_5171	7.01106847632326	5.60967799924881	1.40139047707445	up	OG0001835	K05603	hutF; formimidoylglutamate deiminase [EC:3.5.3.13]
PSPTO_5172	6.502500133943	7.10103410733126	-0.59853397338826	nonDEG	OG0000057	K03710	GntR family transcriptional regulator
PSPTO_5173	4.10654262233708	6.5550139626744	-2.44847134033732	down	OG0001570	K09975	uncharacterized protein
PSPTO_5174	3.72297201534647	4.73975051763187	-1.0167785022854	nonDEG	OG0001293	K03313	nhaA; Na+:H+ antiporter, NhaA family
PSPTO_5175	9.8585001602111	8.39609053154408	1.46240962866702	up	OG0003857		
PSPTO_5176	6.32124204975479	6.1834531281657	0.13778892158909	nonDEG	OG0000019	K03088	rpoE; RNA polymerase sigma-70 factor, ECF subfamily
PSPTO_5177	5.9415683986914	6.10824513395335	-0.16667673526195	nonDEG	OG0000824		
PSPTO_5178	8.23971579161259	7.73509503608205	0.50462075553054	nonDEG	OG0000355	K00640	cysE; serine O-acetyltransferase [EC:2.3.1.30]
PSPTO_5179	5.86340847158586	5.68957084612701	0.17383762545885	nonDEG	OG0000706	K01505	E3.5.99.7; 1-aminocyclopropane-1-carboxylate deaminase [EC:3.5.99.7]
PSPTO_5180	7.70722515476996	6.44152426799152	1.26570088677844	up	OG0000062	K02030	ABC.PA.S; polar amino acid transport system substrate-binding protein
PSPTO_5181	4.26686669991658	3.60215981831111	0.66470688160547	nonDEG	OG0000026	K02029	ABC.PA.P; polar amino acid transport system permease protein
PSPTO_5182	5.88345816355266	5.89268378887669	-0.00922562532402971	nonDEG	OG0000000	K02003	ABC.CD.A; putative ABC transport system ATP-binding protein
PSPTO_5183	4.45056688769161	2.77241974381773	1.67814714387388	nonDEG	OG0003892		
