	Pto_Col	Pto_Kb	Pto_FC	Pto_DEG	OG	KO.id	KO.description
PSPTO_4752	7.65256865	7.957101165	-0.304532515	nonDEG	OG0005865		
PSPTO_4753	5.999939464	6.184079411	-0.184139947	nonDEG	OG0005866		
PSPTO_4754	3.262084815	4.07255784	-0.810473026	nonDEG	OG0006850		
PSPTO_4755	4.199669933	6.243762832	-2.044092899	down	OG0001960		
PSPTO_4760	6.663044934	7.067440132	-0.404395198	nonDEG	OG0001657		
PSPTO_4761	7.736503085	8.792857188	-1.056354103	down			
PSPTO_4762	4.845972519	3.376784576	1.469187943	up	OG0004207		
PSPTO_4763	4.898416202	4.490842942	0.40757326	nonDEG			
PSPTO_4764	2.924387404	4.326020095	-1.401632691	nonDEG	OG0000138		
PSPTO_4766	5.059264961	6.570697399	-1.511432439	down			
PSPTO_4769	3.683051802	4.405460736	-0.722408934	nonDEG	OG0000402		
PSPTO_4770	6.765459602	8.126617342	-1.36115774	down			
PSPTO_4771	3.929032923	4.834930373	-0.90589745	nonDEG			
PSPTO_4772	5.185577814	5.503466986	-0.317889172	nonDEG	OG0006522		
PSPTO_4773	3.237983233	3.281382613	-0.04339938	nonDEG	OG0001847	K03579	hrpB; ATP-dependent helicase HrpB [EC:3.6.4.13]
PSPTO_4774	3.832753287	4.031821518	-0.199068231	nonDEG	OG0002817		
PSPTO_4775	4.780415433	4.984307991	-0.203892557	nonDEG	OG0000079	K05825	LYSN; 2-aminoadipate transaminase [EC:2.6.1.-]
PSPTO_4776	7.423901456	4.896622021	2.527279435	up			
PSPTO_4777	5.044664825	3.894362895	1.150301931	up	OG0001300	K00799	GST; glutathione S-transferase [EC:2.5.1.18]
PSPTO_4778	6.607121309	6.635987447	-0.028866138	nonDEG	OG0003298	K09022	ridA; 2-iminobutanoate/2-iminopropanoate deaminase [EC:3.5.99.10]
PSPTO_4779	5.652425519	5.284632207	0.367793311	nonDEG	OG0002897	K06967	trmK; tRNA (adenine22-N1)-methyltransferase [EC:2.1.1.217]
PSPTO_4780	5.296427918	5.042792342	0.253635576	nonDEG	OG0006409		
PSPTO_4781	5.557686823	6.516805259	-0.959118436	nonDEG	OG0003749		
PSPTO_4782	5.993132564	6.974866658	-0.981734094	nonDEG	OG0004113	K00035	gal; D-galactose 1-dehydrogenase [EC:1.1.1.48]
PSPTO_4784	3.309166191	9.26061347	-5.951447278	down	OG0000002	K21023	mucR; diguanylate cyclase [EC:2.7.7.65]
PSPTO_4786	2.319315249	7.619613038	-5.300297789	down	OG0000005	K03406	mcp; methyl-accepting chemotaxis protein
PSPTO_4787	0.940617125	5.821334015	-4.88071689	down	OG0000053	K13587	"cckA; two-component system, cell cycle sensor histidine kinase and response regulator CckA [EC:2.7.13.3]"
PSPTO_4788	6.236295644	7.505573467	-1.269277823	down	OG0003664	K07559	kptA; putative RNA 2'-phosphotransferase [EC:2.7.1.-]
PSPTO_4789	6.858172258	7.659274946	-0.801102688	nonDEG	OG0003497		
PSPTO_4790	6.352587864	5.805107221	0.547480643	nonDEG	OG0000175	K16264	czcD; cobalt-zinc-cadmium efflux system protein
PSPTO_4791	7.70111568	8.723312289	-1.022196609	down	OG0002742		
PSPTO_4793	6.450741262	6.638985895	-0.188244633	nonDEG	OG0000027	K03719	"lrp; Lrp/AsnC family transcriptional regulator, leucine-responsive regulatory protein"
PSPTO_4794	4.28194163	4.043751315	0.238190315	nonDEG	OG0000112	K06178	rluB; 23S rRNA pseudouridine2605 synthase [EC:5.4.99.22]
PSPTO_4795	8.440614572	7.434140287	1.006474284	up	OG0002042	K01241	amn; AMP nucleosidase [EC:3.2.2.4]
PSPTO_4796	5.372875892	6.384068697	-1.011192805	down	OG0002743	K20971	"ladS; two-component system, sensor histidine kinase LadS"
PSPTO_4797	0.694924582	4.384119957	-3.689195374	down			
PSPTO_4798	7.632327685	7.625934139	0.006393546	nonDEG	OG0000758	K00941	thiD; hydroxymethylpyrimidine/phosphomethylpyrimidine kinase [EC:2.7.1.49 2.7.4.7]
PSPTO_4799	6.152262781	5.52219642	0.630066361	nonDEG	OG0000615	K00788	thiE; thiamine-phosphate pyrophosphorylase [EC:2.5.1.3]
PSPTO_4800	8.228467461	7.363932963	0.864534498	nonDEG	OG0000677	K01845	"hemL; glutamate-1-semialdehyde 2,1-aminomutase [EC:5.4.3.8]"
PSPTO_4801	5.728565762	4.995961139	0.732604623	nonDEG			
PSPTO_4802	7.321297669	7.025688695	0.295608975	nonDEG	OG0001083	K07126	uncharacterized protein
PSPTO_4803	7.704078466	7.218760919	0.485317547	nonDEG	OG0003059		
PSPTO_4804	10.52176846	10.58884083	-0.06707237	nonDEG	OG0000563	K06168	miaB; tRNA-2-methylthio-N6-dimethylallyladenosine synthase [EC:2.8.4.3]
PSPTO_4805	9.443370728	9.644354942	-0.200984215	nonDEG	OG0000759	K06217	phoH; phosphate starvation-inducible protein PhoH and related proteins
PSPTO_4806	7.773934169	7.221439359	0.55249481	nonDEG	OG0000949	K07042	ybeY; probable rRNA maturation factor
PSPTO_4807	7.144015805	6.993227662	0.150788144	nonDEG	OG0000137	K06189	corC; magnesium and cobalt transporter
PSPTO_4808	6.950418285	7.283335884	-0.332917599	nonDEG	OG0001705	K03820	lnt; apolipoprotein N-acyltransferase [EC:2.3.1.269]
PSPTO_4809	2.746826352	3.847821953	-1.100995601	nonDEG	OG0000436		
PSPTO_4812	10.37969289	9.813297639	0.566395255	nonDEG	OG0000950	K01869	LARS; leucyl-tRNA synthetase [EC:6.1.1.4]
PSPTO_4813	8.714797778	8.260211317	0.454586461	nonDEG	OG0002043	K03643	lptE; LPS-assembly lipoprotein
PSPTO_4814	6.870706945	6.934667764	-0.063960819	nonDEG	OG0001318	K02340	holA; DNA polymerase III subunit delta [EC:2.7.7.7]
PSPTO_4815	5.342728713	4.811046925	0.531681788	nonDEG			
PSPTO_4816	4.669968948	5.195052253	-0.525083305	nonDEG	OG0003498	K09890	arfA; alternative ribosome-rescue factor
PSPTO_4817	8.311462764	7.620943697	0.690519067	nonDEG	OG0001579		
PSPTO_4818	8.787480079	8.832470041	-0.044989962	nonDEG	OG0000616	K03644	lipA; lipoyl synthase [EC:2.8.1.8]
PSPTO_4819	6.061834893	6.246155548	-0.184320655	nonDEG	OG0001215	K03801	lipB; lipoyl(octanoyl) transferase [EC:2.3.1.181]
PSPTO_4820	7.088457628	5.142069338	1.946388289	up	OG0002044	K09158	uncharacterized protein
PSPTO_4821	9.219126135	8.44599581	0.773130325	nonDEG	OG0000513	K07258	dacC; serine-type D-Ala-D-Ala carboxypeptidase (penicillin-binding protein 5/6) [EC:3.4.16.4]
PSPTO_4822	8.412954224	8.307735947	0.105218277	nonDEG	OG0000505	K03642	rlpA; rare lipoprotein A
PSPTO_4823	7.045016854	6.857677947	0.187338907	nonDEG	OG0002045	K08305	mltB; membrane-bound lytic murein transglycosylase B [EC:4.2.2.-]
PSPTO_4824	6.566794177	6.933307893	-0.366513717	nonDEG	OG0000178	K03588	ftsW; cell division protein FtsW
PSPTO_4825	8.348777456	8.173473587	0.17530387	nonDEG	OG0000514	K05515	mrdA; penicillin-binding protein 2 [EC:3.4.16.4]
PSPTO_4826	6.305152862	5.600198118	0.704954745	nonDEG	OG0001216	K00783	rlmH; 23S rRNA (pseudouridine1915-N3)-methyltransferase [EC:2.1.1.177]
PSPTO_4827	4.876581756	5.209618636	-0.33303688	nonDEG	OG0000951	K09710	ybeB; ribosome-associated protein
PSPTO_4828	6.487474926	5.853887667	0.63358726	nonDEG	OG0000678	K00969	nadD; nicotinate-nucleotide adenylyltransferase [EC:2.7.7.18]
PSPTO_4829	7.797353595	7.475845444	0.321508151	nonDEG	OG0000760	K00147	proA; glutamate-5-semialdehyde dehydrogenase [EC:1.2.1.41]
PSPTO_4830	5.96202706	6.454280047	-0.492252987	nonDEG	OG0001443	K03652	MPG; DNA-3-methyladenine glycosylase [EC:3.2.2.21]
PSPTO_4831	5.521709684	6.788415251	-1.266705566	down	OG0000056	K19302	bcrC; undecaprenyl-diphosphatase [EC:3.6.1.27]
PSPTO_4832	4.455931213	5.270648675	-0.814717462	nonDEG	OG0002734		
PSPTO_4833	3.716305368	5.579500631	-1.863195263	down	OG0003866		
PSPTO_4834	2.455003671	4.92452784	-2.469524169	down	OG0002241		
PSPTO_4836	4.022882024	6.423732404	-2.400850381	down	OG0003487		
PSPTO_4837	5.26457412	7.41038973	-2.14581561	down	OG0003482		
PSPTO_4838	2.103409994	4.508606657	-2.405196662	down			
PSPTO_4839	7.353188688	7.894940571	-0.541751883	nonDEG	OG0003046		
PSPTO_4840	5.029944161	5.885921777	-0.855977616	nonDEG	OG0001258	K01823	idi; isopentenyl-diphosphate Delta-isomerase [EC:5.3.3.2]
PSPTO_4841	7.631399151	8.439568208	-0.808169057	nonDEG	OG0002239	K03113	EIF1; translation initiation factor 1
PSPTO_4842	9.198771255	8.61733952	0.581431734	nonDEG	OG0001845	K01585	speA; arginine decarboxylase [EC:4.1.1.19]
PSPTO_4843	6.93823516	7.191660347	-0.253425186	nonDEG	OG0000097	K01066	aes; acetyl esterase [EC:3.1.1.-]
PSPTO_4844	3.921102103	4.443176997	-0.522074894	nonDEG	OG0002482	K03327	"TC.MATE; multidrug resistance protein, MATE family"
PSPTO_4845	8.180017838	8.720154359	-0.540136521	nonDEG	OG0001796	K06894	uncharacterized protein
PSPTO_4846	3.731250093	4.600585102	-0.869335009	nonDEG	OG0003483		
PSPTO_4847	5.293874224	6.439937394	-1.14606317	down	OG0001797	K05367	pbpC; penicillin-binding protein 1C [EC:2.4.1.129]
PSPTO_4848	7.377812513	8.359873916	-0.982061403	nonDEG	OG0003867		
PSPTO_4849	4.137202121	5.664387706	-1.527185585	down	OG0002484	K02651	flp; pilus assembly protein Flp/PilA
PSPTO_4850	4.118002915	5.381077753	-1.263074838	down	OG0002483	K02279	cpaB; pilus assembly protein CpaB
PSPTO_4851	4.263965536	6.467331899	-2.203366364	down	OG0002242	K02280	cpaC; pilus assembly protein CpaC
PSPTO_4852	3.012412757	4.797791903	-1.785379146	down	OG0003049	K02282	cpaE; pilus assembly protein CpaE
PSPTO_4853	3.524061797	3.817121699	-0.293059902	nonDEG	OG0000512	K02283	cpaF; pilus assembly protein CpaF
PSPTO_4855	2.117082108	4.062743904	-1.945661796	down	OG0001699	K12511	tadC; tight adherence protein C
PSPTO_4856	4.190742343	5.825239612	-1.634497269	down	OG0003488		
PSPTO_4857	4.201059261	6.466433239	-2.265373977	down	OG0003048		
PSPTO_4858	6.39406264	7.194440455	-0.800377815	nonDEG	OG0000409	K04084	dsbD; thiol:disulfide interchange protein DsbD [EC:1.8.1.8]
PSPTO_4859	8.120807323	7.598978774	0.52182855	nonDEG	OG0000387	K03786	aroQ; 3-dehydroquinate dehydratase II [EC:4.2.1.10]
PSPTO_4860	8.187767268	6.758209069	1.429558198	up	OG0000415	K02160	accB; acetyl-CoA carboxylase biotin carboxyl carrier protein
PSPTO_4861	8.8702177	6.90361595	1.96660175	up	OG0000102	K01961	"accC; acetyl-CoA carboxylase, biotin carboxylase subunit [EC:6.4.1.2 6.3.4.14]"
PSPTO_4862	8.793208953	8.533056846	0.260152107	nonDEG	OG0001209	K02687	prmA; ribosomal protein L11 methyltransferase [EC:2.1.1.-]
PSPTO_4863	6.702228573	7.112064105	-0.409835532	nonDEG	OG0002238		
PSPTO_4864	8.444471208	8.369565737	0.074905471	nonDEG	OG0000331	K05540	dusB; tRNA-dihydrouridine synthase B [EC:1.-.-.-]
PSPTO_4865	5.364563271	4.281506749	1.083056522	up	OG0001844	K03557	"fis; Fis family transcriptional regulator, factor for inversion stimulation protein"
PSPTO_4866	10.59711841	8.512776159	2.084342253	up	OG0000935	K00602	purH; phosphoribosylaminoimidazolecarboxamide formyltransferase / IMP cyclohydrolase [EC:2.1.2.3 3.5.4.10]
PSPTO_4867	7.576703383	6.127647287	1.449056095	up	OG0000934	K01945	purD; phosphoribosylamine---glycine ligase [EC:6.3.4.13]
PSPTO_4868	9.511910012	9.817554656	-0.305644644	nonDEG	OG0000076	K07678	"barA; two-component system, NarL family, sensor histidine kinase BarA [EC:2.7.13.3]"
PSPTO_4869	4.404535022	4.467311976	-0.062776954	nonDEG	OG0000933	K05595	marC; multiple antibiotic resistance protein
PSPTO_4871	1.439344393	1.425073124	0.014271269	nonDEG	OG0004534		
PSPTO_4872	2.55049548	1.508646947	1.041848533	nonDEG	OG0006466		
PSPTO_4873	3.27893457	2.560514893	0.718419677	nonDEG	OG0002733		
PSPTO_4874	6.795706273	6.794862935	0.000843339	nonDEG	OG0002481	K13541	cbiGH-cobJ; cobalt-precorrin 5A hydrolase / precorrin-3B C17-methyltransferase [EC:3.7.1.12 2.1.1.131]
PSPTO_4875	5.703986407	5.03312207	0.670864336	nonDEG	OG0002480	K03394	cobI-cbiL; precorrin-2/cobalt-factor-2 C20-methyltransferase [EC:2.1.1.130 2.1.1.151]
PSPTO_4876	6.039810775	5.237238231	0.802572544	nonDEG	OG0002479	K06042	cobH-cbiC; precorrin-8X/cobalt-precorrin-8 methylmutase [EC:5.4.99.61 5.4.99.60]
PSPTO_4877	7.196869209	6.878255283	0.318613926	nonDEG	OG0002732	K02229	cobG; precorrin-3B synthase [EC:1.14.13.83]
PSPTO_4878	4.883466653	5.384378981	-0.500912328	nonDEG	OG0002478	K00595	"cobL; precorrin-6Y C5,15-methyltransferase (decarboxylating) [EC:2.1.1.132]"
PSPTO_4879	4.500661635	4.82640318	-0.325741544	nonDEG	OG0002783	K02188	cbiD; cobalt-precorrin-5B (C1)-methyltransferase [EC:2.1.1.195]
PSPTO_4880	5.017846136	5.611140949	-0.593294812	nonDEG	OG0002477	K05895	cobK-cbiJ; precorrin-6A/cobalt-precorrin-6A reductase [EC:1.3.1.54 1.3.1.106]
PSPTO_4881	4.370973675	4.841655932	-0.470682256	nonDEG	OG0000806	K09796	pccA; periplasmic copper chaperone A
PSPTO_4882	6.373373147	6.304299658	0.069073489	nonDEG	OG0002237		
PSPTO_4883	8.946789889	6.28791407	2.658875819	up	OG0000932		
PSPTO_4884	5.640053117	6.322991124	-0.682938008	nonDEG	OG0005799		
PSPTO_4885	5.120115733	4.245845185	0.874270548	nonDEG	OG0001843	K11959	urtA; urea transport system substrate-binding protein
PSPTO_4886	2.890150393	3.527181964	-0.637031571	nonDEG	OG0001842	K11960	urtB; urea transport system permease protein
PSPTO_4887	3.139788011	3.061648135	0.078139876	nonDEG	OG0001316	K11961	urtC; urea transport system permease protein
PSPTO_4888	2.631720658	1.423060294	1.208660363	nonDEG	OG0002729	K11962	urtD; urea transport system ATP-binding protein
PSPTO_4889	3.383885653	4.160950161	-0.777064508	nonDEG	OG0000065	K06861	lptB; lipopolysaccharide export system ATP-binding protein [EC:3.6.3.-]
PSPTO_4890	4.82988275	5.305459137	-0.475576386	nonDEG	OG0002035	K03190	ureD; urease accessory protein
PSPTO_4891	4.757530834	4.669127117	0.088403717	nonDEG	OG0002236	K01430	ureA; urease subunit gamma [EC:3.5.1.5]
PSPTO_4892	4.689899852	4.583018539	0.106881313	nonDEG	OG0000354	K03823	pat; phosphinothricin acetyltransferase [EC:2.3.1.183]
PSPTO_4893	5.092017342	4.305644517	0.786372825	nonDEG	OG0002728		
PSPTO_4894	3.444543503	4.607696535	-1.163153032	down	OG0002235	K01429	ureB; urease subunit beta [EC:3.5.1.5]
PSPTO_4895	8.328789101	7.366319551	0.96246955	nonDEG	OG0002234	K01428	ureC; urease subunit alpha [EC:3.5.1.5]
PSPTO_4896	7.89206484	8.567743908	-0.675679068	nonDEG	OG0000159	K07636	"phoR; two-component system, OmpR family, phosphate regulon sensor histidine kinase PhoR [EC:2.7.13.3]"
PSPTO_4897	5.818599646	6.70093073	-0.882331084	nonDEG	OG0000672	K05516	cbpA; curved DNA-binding protein
PSPTO_4898	8.48786351	6.778563725	1.709299785	up	OG0002034	K04046	yegD; hypothetical chaperone protein
PSPTO_4899	4.861123046	5.486186517	-0.625063471	nonDEG	OG0002233		
PSPTO_4900	2.223525485	4.179068795	-1.955543309	down	OG0002727		
PSPTO_4901	4.535287002	4.646750279	-0.111463277	nonDEG	OG0001315		
PSPTO_4902	2.629935456	4.414434519	-1.784499063	down			
PSPTO_4903	6.121389825	9.129533796	-3.008143971	down	OG0004052	K04064	osmE; osmotically inducible lipoprotein OsmE
PSPTO_4905	3.056241976	4.581733152	-1.525491177	down			
PSPTO_4906	6.273038359	7.815781477	-1.542743118	down	OG0002033	K03594	bfr; bacterioferritin [EC:1.16.3.1]
PSPTO_4907	6.852054564	7.227706063	-0.375651498	nonDEG	OG0002032	K07290	yhjG; AsmA family protein
PSPTO_4908	8.104630208	8.392720636	-0.288090428	nonDEG	OG0002031	K22105	"fabR; TetR/AcrR family transcriptional regulator, fatty acid biosynthesis regulator"
PSPTO_4909	3.440091174	3.608362562	-0.168271388	nonDEG	OG0002231	K03187	ureE; urease accessory protein
PSPTO_4910	4.924823043	5.356318758	-0.431495714	nonDEG	OG0002030	K03188	ureF; urease accessory protein
PSPTO_4911	4.417770996	4.377395743	0.040375253	nonDEG	OG0002029	K03189	ureG; urease accessory protein
PSPTO_4912	3.494042648	2.9889843	0.505058348	nonDEG	OG0003045	K03192	ureJ; urease accessory protein
PSPTO_4913	8.899452022	8.741201613	0.15825041	nonDEG	OG0002230	K16213	cbe; cellobiose epimerase [EC:5.1.3.11]
PSPTO_4914	7.573594151	7.651229362	-0.077635211	nonDEG	OG0000323	K05886	sdh; serine 3-dehydrogenase (NADP+) [EC:1.1.1.276]
PSPTO_4915	2.770477398	5.763315508	-2.99283811	down	OG0000065	K06861	lptB; lipopolysaccharide export system ATP-binding protein [EC:3.6.3.-]
PSPTO_4916	3.559606889	4.535386642	-0.975779752	nonDEG	OG0000207	K01995	livG; branched-chain amino acid transport system ATP-binding protein
PSPTO_4917	3.139887677	4.577279999	-1.437392322	down	OG0000652	K01998	livM; branched-chain amino acid transport system permease protein
PSPTO_4918	4.076885666	4.873106949	-0.796221283	nonDEG	OG0000592	K01997	livH; branched-chain amino acid transport system permease protein
PSPTO_4919	4.071576937	4.985047282	-0.913470345	nonDEG	OG0000214	K01999	livK; branched-chain amino acid transport system substrate-binding protein
PSPTO_4920	5.766506273	6.042205162	-0.27569889	nonDEG	OG0000024	K03566	"gcvA; LysR family transcriptional regulator, glycine cleavage system transcriptional activator"
PSPTO_4921	8.225546931	7.789505748	0.436041183	nonDEG	OG0001196	K00763	pncB; nicotinate phosphoribosyltransferase [EC:6.3.4.21]
PSPTO_4922	6.705575466	6.151934493	0.553640973	nonDEG	OG0000510	K01916	nadE; NAD+ synthase [EC:6.3.1.5]
PSPTO_4923	9.61474297	8.750967247	0.863775723	nonDEG	OG0001841		
PSPTO_4924	3.736533576	3.167652786	0.56888079	nonDEG	OG0000385		
PSPTO_4925	6.91818014	6.342267786	0.575912354	nonDEG	OG0003044		
PSPTO_4926	7.99636672	7.190405919	0.805960801	nonDEG	OG0002476		
PSPTO_4927	4.688892681	5.038006502	-0.349113821	nonDEG	OG0002929		
PSPTO_4928	9.927725444	8.046945507	1.880779937	up	OG0003043		
PSPTO_4929	7.516546628	7.439890723	0.076655906	nonDEG	OG0000931	K02314	dnaB; replicative DNA helicase [EC:3.6.4.12]
PSPTO_4930	10.41102457	8.460814788	1.950209786	up	OG0001076	K02939	RP-L9; large subunit ribosomal protein L9
PSPTO_4931	9.291053877	6.854905913	2.436147964	up	OG0003481		
PSPTO_4932	8.068469322	6.207510481	1.860958842	up	OG0000930	K02963	RP-S18; small subunit ribosomal protein S18
PSPTO_4933	11.33595079	10.57606239	0.759888406	nonDEG	OG0000752	K02990	RP-S6; small subunit ribosomal protein S6
PSPTO_4934	6.267011276	5.704939396	0.562071881	nonDEG	OG0000302	K03218	rlmB; 23S rRNA (guanosine2251-2'-O)-methyltransferase [EC:2.1.1.185]
PSPTO_4935	10.041241	9.175547786	0.865693218	nonDEG	OG0000751	K12573	rnr; ribonuclease R [EC:3.1.-.-]
PSPTO_4936	4.614775725	5.998552187	-1.383776463	down	OG0003480	K03406	mcp; methyl-accepting chemotaxis protein
PSPTO_4937	8.006156581	7.57786508	0.4282915	nonDEG	OG0000929	K01939	purA; adenylosuccinate synthase [EC:6.3.4.4]
PSPTO_4938	7.348752254	7.347622284	0.00112997	nonDEG	OG0002229	K02502	hisZ; ATP phosphoribosyltransferase regulatory subunit
PSPTO_4939	7.170345616	6.9609187	0.209426916	nonDEG	OG0002028	K04087	hflC; membrane protease subunit HflC [EC:3.4.-.-]
PSPTO_4940	8.346162384	7.721414928	0.624747456	nonDEG	OG0002027	K04088	hflK; membrane protease subunit HflK [EC:3.4.-.-]
PSPTO_4941	10.18905702	10.42199313	-0.232936112	nonDEG	OG0000928	K03665	hflX; GTPase
PSPTO_4942	10.53808514	11.0007595	-0.462674358	nonDEG	OG0001697	K03666	hfq; host factor-I protein
PSPTO_4943	8.154835432	7.659790454	0.495044978	nonDEG	OG0000927	K00791	miaA; tRNA dimethylallyltransferase [EC:2.5.1.75]
PSPTO_4944	8.551069206	8.735076781	-0.184007576	nonDEG	OG0001208	K03572	mutL; DNA mismatch repair protein MutL
PSPTO_4945	8.072984494	8.101331832	-0.028347338	nonDEG	OG0000318	K01448	amiABC; N-acetylmuramoyl-L-alanine amidase [EC:3.5.1.28]
PSPTO_4946	3.449850183	2.592205626	0.857644557	nonDEG	OG0000926	K06925	tsaE; tRNA threonylcarbamoyladenosine biosynthesis protein TsaE
PSPTO_4947	5.757511575	5.26540197	0.492109605	nonDEG	OG0000560	K17758	nnr; ADP-dependent NAD(P)H-hydrate dehydratase [EC:4.2.1.136]
PSPTO_4948	4.900443203	5.550188035	-0.649744832	nonDEG	OG0001207	K18979	queG; epoxyqueuosine reductase [EC:1.17.99.6]
PSPTO_4949	5.981811575	5.645392037	0.336419538	nonDEG	OG0000671		
PSPTO_4950	8.28268722	8.216375595	0.066311625	nonDEG	OG0001696	K13288	orn; oligoribonuclease [EC:3.1.-.-]
PSPTO_4951	6.90125384	6.262296067	0.638957772	nonDEG	OG0000670	K06949	rsgA; ribosome biogenesis GTPase / thiamine phosphate phosphatase [EC:3.6.1.- 3.1.3.100]
PSPTO_4952	5.291488628	6.472319011	-1.180830383	down	OG0001840	K02557	motB; chemotaxis protein MotB
PSPTO_4953	6.996585117	7.464534804	-0.467949687	nonDEG	OG0001839	K02556	motA; chemotaxis protein MotA
PSPTO_4954	7.198613483	7.650305098	-0.451691615	nonDEG	OG0003479		
PSPTO_4955	8.552300635	7.786464799	0.765835836	nonDEG	OG0001695	K01613	psd; phosphatidylserine decarboxylase [EC:4.1.1.65]
PSPTO_4956	9.154041369	9.222831292	-0.068789922	nonDEG	OG0004391		
PSPTO_4957	6.747255262	6.079654391	0.667600871	nonDEG	OG0001576	K01079	serB; phosphoserine phosphatase [EC:3.1.3.3]
PSPTO_4958	8.22647226	8.895628176	-0.669155917	nonDEG	OG0003478		
PSPTO_4959	7.597880759	9.138313173	-1.540432414	down	OG0003477	K09857	uncharacterized protein
PSPTO_4960	7.255254599	6.892395156	0.362859443	nonDEG	OG0001694	K02621	parC; topoisomerase IV subunit A [EC:5.99.1.-]
PSPTO_4961	4.758095258	5.01226426	-0.254169002	nonDEG	OG0003094	K06985	aspartyl protease family protein
PSPTO_4962	5.932910526	6.239621439	-0.306710913	nonDEG	OG0003476		
PSPTO_4963	7.929997249	7.10108169	0.828915559	nonDEG	OG0000213	K02470	gyrB; DNA gyrase subunit B [EC:5.99.1.3]
PSPTO_4964	8.194970669	6.792271866	1.402698803	up	OG0002228	K07000	uncharacterized protein
PSPTO_4965	5.42968893	5.176210787	0.253478143	nonDEG	OG0000632	K03651	"cpdA; 3',5'-cyclic-AMP phosphodiesterase [EC:3.1.4.53]"
PSPTO_4966	4.530213694	4.89194449	-0.361730796	nonDEG			
PSPTO_4969	5.04129225	6.382527819	-1.341235569	down			
PSPTO_4970	5.73947772	7.132546422	-1.393068702	down	OG0002524		
PSPTO_4971	3.776933753	4.424430648	-0.647496895	nonDEG	OG0000179	K07481	transposase
PSPTO_4972	6.291135567	5.732270277	0.55886529	nonDEG	OG0002475	K09920	uncharacterized protein
PSPTO_4973	6.931076115	7.407512567	-0.476436452	nonDEG	OG0000310	K01515	nudF; ADP-ribose pyrophosphatase [EC:3.6.1.13]
PSPTO_4974	7.938637947	9.079482496	-1.140844549	down	OG0002474		
PSPTO_4975	6.830295744	5.826338801	1.003956942	up	OG0002726		
PSPTO_4976	9.499199887	7.832575849	1.666624038	up	OG0001575	K03147	thiC; phosphomethylpyrimidine synthase [EC:4.1.99.17]
PSPTO_4977	9.105176261	8.565591084	0.539585177	nonDEG	OG0000314	K12340	tolC; outer membrane protein
PSPTO_4978	6.605750833	6.764353017	-0.158602184	nonDEG	OG0001439	K02527	kdtA; 3-deoxy-D-manno-octulosonic-acid transferase [EC:2.4.99.12 2.4.99.13 2.4.99.14 2.4.99.15]
PSPTO_4979	5.141817649	4.61412641	0.527691239	nonDEG	OG0000165	K11741	sugE; quaternary ammonium compound-resistance protein SugE
PSPTO_4980	8.287955443	8.122799577	0.165155866	nonDEG	OG0003475		
PSPTO_4981	6.876717044	6.605400164	0.27131688	nonDEG	OG0002725		
PSPTO_4982	6.515277127	6.510775105	0.004502022	nonDEG	OG0003474		
PSPTO_4983	7.771019854	6.866454915	0.904564939	nonDEG	OG0001206	K03272	gmhC; D-beta-D-heptose 7-phosphate kinase / D-beta-D-heptose 1-phosphate adenosyltransferase [EC:2.7.1.167 2.7.7.70]
PSPTO_4984	7.418018397	8.445281203	-1.027262806	down	OG0000021	K06147	"ABCB-BAC; ATP-binding cassette, subfamily B, bacterial"
PSPTO_4985	6.66473864	5.795476865	0.869261776	nonDEG	OG0003472		
PSPTO_4986	6.531646424	5.720259617	0.811386807	nonDEG	OG0003473		
PSPTO_4987	6.24933453	6.127706538	0.121627992	nonDEG	OG0003864		
PSPTO_4988	8.254547575	7.867651687	0.386895888	nonDEG	OG0003863		
PSPTO_4989	7.728960291	7.739367428	-0.010407137	nonDEG	OG0003471		
PSPTO_4990	5.541879816	5.890048003	-0.348168187	nonDEG	OG0003470		
PSPTO_4991	6.128191463	5.559014413	0.56917705	nonDEG	OG0000014	K14335	"pimC; alpha-1,6-mannosyltransferase [EC:2.4.1.-]"
PSPTO_4992	9.659881859	8.422086349	1.237795511	up	OG0003042	K00612	E2.1.3.-; carbamoyltransferase [EC:2.1.3.-]
PSPTO_4993	3.449160583	3.934415081	-0.485254498	nonDEG	OG0002060		
PSPTO_4994	1.983803431	2.817891316	-0.834087885	nonDEG	OG0000138		
PSPTO_4996	5.013031704	5.580918968	-0.567887264	nonDEG	OG0002060		
PSPTO_4997	6.482529946	6.773019708	-0.290489762	nonDEG	OG0002724		
PSPTO_4998	5.960622237	5.579078497	0.38154374	nonDEG	OG0003469		
PSPTO_4999	7.341762601	7.283296475	0.058466126	nonDEG	OG0003468		
PSPTO_5000	6.968470444	6.869530025	0.09894042	nonDEG	OG0003467	K02848	waaP; heptose I phosphotransferase [EC:2.7.1.-]
PSPTO_5001	6.456410744	5.042427618	1.413983127	up	OG0002723	K02844	"waaG; UDP-glucose:(heptosyl)LPS alpha-1,3-glucosyltransferase [EC:2.4.1.-]"
PSPTO_5002	6.366855595	5.345217088	1.021638507	up	OG0002226	K02841	waaC; heptosyltransferase I [EC:2.4.-.-]
PSPTO_5003	6.802090857	6.169672753	0.632418105	nonDEG	OG0001075	K02843	waaF; heptosyltransferase II [EC:2.4.-.-]
