KO	category-1	category-2	category-3	category-4	N of genes
K11021	Brite Hierarchies	Bacterial toxins [BR:ko02042]	Bacterial toxins [BR:ko02042]	tccC; insecticidal toxin complex protein TccC	3
K11065	Not Included in Pathway or Brite	Enzymes with EC numbers	Enzymes with EC numbers	tpx; thiol peroxidase, atypical 2-Cys peroxiredoxin [EC:1.11.1.15]	1
K11068	Brite Hierarchies	Bacterial toxins [BR:ko02042]	Bacterial toxins [BR:ko02042]	hlyIII; hemolysin III	1
K11073	Environmental Information Processing	ABC transporters	ABC transporters	potF; putrescine transport system substrate-binding protein	3
K11073	Brite Hierarchies	Transporters [BR:ko02000]	Transporters [BR:ko02000]	potF; putrescine transport system substrate-binding protein	3
K11074	Environmental Information Processing	ABC transporters	ABC transporters	potI; putrescine transport system permease protein	1
K11074	Brite Hierarchies	Transporters [BR:ko02000]	Transporters [BR:ko02000]	potI; putrescine transport system permease protein	1
K11075	Environmental Information Processing	ABC transporters	ABC transporters	potH; putrescine transport system permease protein	1
K11075	Brite Hierarchies	Transporters [BR:ko02000]	Transporters [BR:ko02000]	potH; putrescine transport system permease protein	1
K11103	Environmental Information Processing	Two-component system	Two-component system	dctA; aerobic C4-dicarboxylate transport protein	3
K11103	Brite Hierarchies	Transporters [BR:ko02000]	Transporters [BR:ko02000]	dctA; aerobic C4-dicarboxylate transport protein	3
K11105	Brite Hierarchies	Transporters [BR:ko02000]	Transporters [BR:ko02000]	cvrA, nhaP2; cell volume regulation protein A	1
K11175	Metabolism	Purine metabolism	Purine metabolism	purN; phosphoribosylglycinamide formyltransferase 1 [EC:2.1.2.2]	1
K11175	Metabolism	One carbon pool by folate	One carbon pool by folate	purN; phosphoribosylglycinamide formyltransferase 1 [EC:2.1.2.2]	1
K11177	Metabolism	Purine metabolism	Purine metabolism	yagR; xanthine dehydrogenase YagR molybdenum-binding subunit [EC:1.17.1.4]	3
K11178	Metabolism	Purine metabolism	Purine metabolism	yagS; xanthine dehydrogenase YagS FAD-binding subunit [EC:1.17.1.4]	2
K11179	Genetic Information Processing	Sulfur relay system	Sulfur relay system	tusE, dsrC; tRNA 2-thiouridine synthesizing protein E [EC:2.8.1.-]	1
K11179	Brite Hierarchies	Transfer RNA biogenesis [BR:ko03016]	Transfer RNA biogenesis [BR:ko03016]	tusE, dsrC; tRNA 2-thiouridine synthesizing protein E [EC:2.8.1.-]	1
K11189	Brite Hierarchies	Transporters [BR:ko02000]	Transporters [BR:ko02000]	PTS-HPR; phosphocarrier protein	1
K11209	Not Included in Pathway or Brite	Enzymes with EC numbers	Enzymes with EC numbers	yghU, yfcG; GSH-dependent disulfide-bond oxidoreductase [EC:1.8.4.-]	1
K11391	Brite Hierarchies	Ribosome biogenesis [BR:ko03009]	Ribosome biogenesis [BR:ko03009]	rlmG; 23S rRNA (guanine1835-N2)-methyltransferase [EC:2.1.1.174]	1
K11472	Metabolism	Glyoxylate and dicarboxylate metabolism	Glyoxylate and dicarboxylate metabolism	glcE; glycolate oxidase FAD binding subunit	1
K11475	Brite Hierarchies	Transcription factors [BR:ko03000]	Transcription factors [BR:ko03000]	vanR; GntR family transcriptional regulator, vanillate catabolism transcriptional regulator	10
K11717	Metabolism	Selenocompound metabolism	Selenocompound metabolism	sufS; cysteine desulfurase / selenocysteine lyase [EC:2.8.1.7 4.4.1.16]	1
K11719	Brite Hierarchies	Transporters [BR:ko02000]	Transporters [BR:ko02000]	lptC; lipopolysaccharide export system protein LptC	1
K11720	Environmental Information Processing	ABC transporters	ABC transporters	lptG; lipopolysaccharide export system permease protein	1
K11720	Brite Hierarchies	Transporters [BR:ko02000]	Transporters [BR:ko02000]	lptG; lipopolysaccharide export system permease protein	1
K11740	Not Included in Pathway or Brite	General function prediction only	General function prediction only	nfrB; bacteriophage N4 adsorption protein B	1
K11741	Brite Hierarchies	Transporters [BR:ko02000]	Transporters [BR:ko02000]	sugE; quaternary ammonium compound-resistance protein SugE	1
K11749	Cellular Processes	Cell cycle - Caulobacter	Cell cycle - Caulobacter	rseP; regulator of sigma E protease [EC:3.4.24.-]	1
K11749	Cellular Processes	Quorum sensing	Quorum sensing	rseP; regulator of sigma E protease [EC:3.4.24.-]	1
K11749	Brite Hierarchies	Peptidases [BR:ko01002]	Peptidases [BR:ko01002]	rseP; regulator of sigma E protease [EC:3.4.24.-]	1
K11752	Metabolism	Riboflavin metabolism	Riboflavin metabolism	ribD; diaminohydroxyphosphoribosylaminopyrimidine deaminase / 5-amino-6-(5-phosphoribosylamino)uracil reductase [EC:3.5.4.26 1.1.1.193]	2
K11752	Cellular Processes	Quorum sensing	Quorum sensing	ribD; diaminohydroxyphosphoribosylaminopyrimidine deaminase / 5-amino-6-(5-phosphoribosylamino)uracil reductase [EC:3.5.4.26 1.1.1.193]	2
K11753	Metabolism	Riboflavin metabolism	Riboflavin metabolism	ribF; riboflavin kinase / FMN adenylyltransferase [EC:2.7.1.26 2.7.7.2]	1
K11754	Metabolism	Folate biosynthesis	Folate biosynthesis	folC; dihydrofolate synthase / folylpolyglutamate synthase [EC:6.3.2.12 6.3.2.17]	1
K11755	Metabolism	Histidine metabolism	Histidine metabolism	hisIE; phosphoribosyl-ATP pyrophosphohydrolase / phosphoribosyl-AMP cyclohydrolase [EC:3.6.1.31 3.5.4.19]	2
K11891	Environmental Information Processing	Bacterial secretion system	Bacterial secretion system	impL, vasK, icmF; type VI secretion system protein ImpL	2
K11891	Cellular Processes	Biofilm formation - Pseudomonas aeruginosa	Biofilm formation - Pseudomonas aeruginosa	impL, vasK, icmF; type VI secretion system protein ImpL	2
K11891	Brite Hierarchies	Secretion system [BR:ko02044]	Secretion system [BR:ko02044]	impL, vasK, icmF; type VI secretion system protein ImpL	2
K11892	Environmental Information Processing	Bacterial secretion system	Bacterial secretion system	impK, ompA, vasF, dotU; type VI secretion system protein ImpK	1
K11892	Brite Hierarchies	Secretion system [BR:ko02044]	Secretion system [BR:ko02044]	impK, ompA, vasF, dotU; type VI secretion system protein ImpK	1
K11893	Cellular Processes	Biofilm formation - Pseudomonas aeruginosa	Biofilm formation - Pseudomonas aeruginosa	impJ, vasE; type VI secretion system protein ImpJ	1
K11893	Brite Hierarchies	Secretion system [BR:ko02044]	Secretion system [BR:ko02044]	impJ, vasE; type VI secretion system protein ImpJ	1
K11894	Brite Hierarchies	Secretion system [BR:ko02044]	Secretion system [BR:ko02044]	impI, vasC; type VI secretion system protein ImpI	1
K11895	Cellular Processes	Biofilm formation - Pseudomonas aeruginosa	Biofilm formation - Pseudomonas aeruginosa	impH, vasB; type VI secretion system protein ImpH	1
K11895	Brite Hierarchies	Secretion system [BR:ko02044]	Secretion system [BR:ko02044]	impH, vasB; type VI secretion system protein ImpH	1
K11896	Brite Hierarchies	Secretion system [BR:ko02044]	Secretion system [BR:ko02044]	impG, vasA; type VI secretion system protein ImpG	1
K11900	Cellular Processes	Biofilm formation - Pseudomonas aeruginosa	Biofilm formation - Pseudomonas aeruginosa	impC; type VI secretion system protein ImpC	2
K11900	Brite Hierarchies	Secretion system [BR:ko02044]	Secretion system [BR:ko02044]	impC; type VI secretion system protein ImpC	2
K11901	Cellular Processes	Biofilm formation - Pseudomonas aeruginosa	Biofilm formation - Pseudomonas aeruginosa	impB; type VI secretion system protein ImpB	1
K11901	Brite Hierarchies	Secretion system [BR:ko02044]	Secretion system [BR:ko02044]	impB; type VI secretion system protein ImpB	1
K11903	Environmental Information Processing	Bacterial secretion system	Bacterial secretion system	hcp; type VI secretion system secreted protein Hcp	2
K11903	Cellular Processes	Biofilm formation - Pseudomonas aeruginosa	Biofilm formation - Pseudomonas aeruginosa	hcp; type VI secretion system secreted protein Hcp	2
K11903	Brite Hierarchies	Secretion system [BR:ko02044]	Secretion system [BR:ko02044]	hcp; type VI secretion system secreted protein Hcp	2
K11904	Environmental Information Processing	Bacterial secretion system	Bacterial secretion system	vgrG; type VI secretion system secreted protein VgrG	6
K11904	Brite Hierarchies	Secretion system [BR:ko02044]	Secretion system [BR:ko02044]	vgrG; type VI secretion system secreted protein VgrG	6
K11905	Brite Hierarchies	Secretion system [BR:ko02044]	Secretion system [BR:ko02044]	K11905; type VI secretion system protein	1
K11906	Environmental Information Processing	Bacterial secretion system	Bacterial secretion system	vasD, lip; type VI secretion system protein VasD	1
K11906	Brite Hierarchies	Secretion system [BR:ko02044]	Secretion system [BR:ko02044]	vasD, lip; type VI secretion system protein VasD	1
K11910	Brite Hierarchies	Secretion system [BR:ko02044]	Secretion system [BR:ko02044]	vasJ; type VI secretion system protein VasJ	1
K11936	Cellular Processes	Biofilm formation - Escherichia coli	Biofilm formation - Escherichia coli	pgaC, icaA; poly-beta-1,6-N-acetyl-D-glucosamine synthase [EC:2.4.1.-]	4
K11936	Brite Hierarchies	Glycosyltransferases [BR:ko01003]	Glycosyltransferases [BR:ko01003]	pgaC, icaA; poly-beta-1,6-N-acetyl-D-glucosamine synthase [EC:2.4.1.-]	4
K11936	Brite Hierarchies	Transporters [BR:ko02000]	Transporters [BR:ko02000]	pgaC, icaA; poly-beta-1,6-N-acetyl-D-glucosamine synthase [EC:2.4.1.-]	4
K11959	Environmental Information Processing	ABC transporters	ABC transporters	urtA; urea transport system substrate-binding protein	2
K11959	Brite Hierarchies	Transporters [BR:ko02000]	Transporters [BR:ko02000]	urtA; urea transport system substrate-binding protein	2
K11960	Environmental Information Processing	ABC transporters	ABC transporters	urtB; urea transport system permease protein	1
K11960	Brite Hierarchies	Transporters [BR:ko02000]	Transporters [BR:ko02000]	urtB; urea transport system permease protein	1
K11961	Environmental Information Processing	ABC transporters	ABC transporters	urtC; urea transport system permease protein	1
K11961	Brite Hierarchies	Transporters [BR:ko02000]	Transporters [BR:ko02000]	urtC; urea transport system permease protein	1
K11962	Environmental Information Processing	ABC transporters	ABC transporters	urtD; urea transport system ATP-binding protein	1
K11962	Brite Hierarchies	Transporters [BR:ko02000]	Transporters [BR:ko02000]	urtD; urea transport system ATP-binding protein	1
K11991	Brite Hierarchies	Transfer RNA biogenesis [BR:ko03016]	Transfer RNA biogenesis [BR:ko03016]	tadA; tRNA(adenine34) deaminase [EC:3.5.4.33]	1
K12132	Brite Hierarchies	Protein kinases [BR:ko01001]	Protein kinases [BR:ko01001]	prkC, stkP; eukaryotic-like serine/threonine-protein kinase [EC:2.7.11.1]	2
K12152	Not Included in Pathway or Brite	Enzymes with EC numbers	Enzymes with EC numbers	nudJ; phosphatase NudJ [EC:3.6.1.-]	1
K12206	Brite Hierarchies	Secretion system [BR:ko02044]	Secretion system [BR:ko02044]	icmB, dotO; intracellular multiplication protein IcmB	1
K12217	Brite Hierarchies	Secretion system [BR:ko02044]	Secretion system [BR:ko02044]	icmO, trbC, dotL; intracellular multiplication protein IcmO	1
K12218	Brite Hierarchies	Secretion system [BR:ko02044]	Secretion system [BR:ko02044]	icmP, trbA; intracellular multiplication protein IcmP	1
K12262	Not Included in Pathway or Brite	Energy metabolism	Energy metabolism	cybB; cytochrome b561	2
K12297	Brite Hierarchies	Ribosome biogenesis [BR:ko03009]	Ribosome biogenesis [BR:ko03009]	rlmL, rlmK; 23S rRNA (guanine2445-N2)-methyltransferase / 23S rRNA (guanine2069-N7)-methyltransferase [EC:2.1.1.173 2.1.1.264]	1
K12340	Environmental Information Processing	Bacterial secretion system	Bacterial secretion system	tolC; outer membrane protein	2
K12340	Environmental Information Processing	Two-component system	Two-component system	tolC; outer membrane protein	2
K12340	Organismal Systems	Plant-pathogen interaction	Plant-pathogen interaction	tolC; outer membrane protein	2
K12340	Human Diseases	Pertussis	Pertussis	tolC; outer membrane protein	2
K12340	Human Diseases	Cationic antimicrobial peptide (CAMP) resistance	Cationic antimicrobial peptide (CAMP) resistance	tolC; outer membrane protein	2
K12340	Human Diseases	beta-Lactam resistance	beta-Lactam resistance	tolC; outer membrane protein	2
K12340	Brite Hierarchies	Antimicrobial resistance genes [BR:ko01504]	Antimicrobial resistance genes [BR:ko01504]	tolC; outer membrane protein	2
K12340	Brite Hierarchies	Secretion system [BR:ko02044]	Secretion system [BR:ko02044]	tolC; outer membrane protein	2
K12340	Brite Hierarchies	Transporters [BR:ko02000]	Transporters [BR:ko02000]	tolC; outer membrane protein	2
K12410	Not Included in Pathway or Brite	Enzymes with EC numbers	Enzymes with EC numbers	npdA; NAD-dependent deacetylase [EC:3.5.1.-]	4
K12508	Not Included in Pathway or Brite	Enzymes with EC numbers	Enzymes with EC numbers	fcs; feruloyl-CoA synthase [EC:6.2.1.34]	1
K12511	Brite Hierarchies	Secretion system [BR:ko02044]	Secretion system [BR:ko02044]	tadC; tight adherence protein C	1
K12536	Environmental Information Processing	ABC transporters	ABC transporters	hasD, prtD, aprD; ATP-binding cassette, subfamily C, bacterial exporter for protease/lipase	1
K12536	Brite Hierarchies	Secretion system [BR:ko02044]	Secretion system [BR:ko02044]	hasD, prtD, aprD; ATP-binding cassette, subfamily C, bacterial exporter for protease/lipase	1
K12536	Brite Hierarchies	Transporters [BR:ko02000]	Transporters [BR:ko02000]	hasD, prtD, aprD; ATP-binding cassette, subfamily C, bacterial exporter for protease/lipase	1
K12542	Brite Hierarchies	Secretion system [BR:ko02044]	Secretion system [BR:ko02044]	lapC; membrane fusion protein, adhesin transport system	1
K12542	Brite Hierarchies	Transporters [BR:ko02000]	Transporters [BR:ko02000]	lapC; membrane fusion protein, adhesin transport system	1
K12573	Genetic Information Processing	RNA degradation	RNA degradation	rnr, vacB; ribonuclease R [EC:3.1.-.-]	1
K12573	Brite Hierarchies	Messenger RNA biogenesis [BR:ko03019]	Messenger RNA biogenesis [BR:ko03019]	rnr, vacB; ribonuclease R [EC:3.1.-.-]	1
K12573	Brite Hierarchies	Transfer RNA biogenesis [BR:ko03016]	Transfer RNA biogenesis [BR:ko03016]	rnr, vacB; ribonuclease R [EC:3.1.-.-]	1
K12686	Brite Hierarchies	Secretion system [BR:ko02044]	Secretion system [BR:ko02044]	apeE, estA, lip-1; outer membrane lipase/esterase	1
K12686	Brite Hierarchies	Transporters [BR:ko02000]	Transporters [BR:ko02000]	apeE, estA, lip-1; outer membrane lipase/esterase	1
K12960	Metabolism	Cysteine and methionine metabolism	Cysteine and methionine metabolism	mtaD; 5-methylthioadenosine/S-adenosylhomocysteine deaminase [EC:3.5.4.31 3.5.4.28]	2
K12972	Metabolism	Glyoxylate and dicarboxylate metabolism	Glyoxylate and dicarboxylate metabolism	ghrA; glyoxylate/hydroxypyruvate reductase [EC:1.1.1.79 1.1.1.81]	3
K12972	Metabolism	Pyruvate metabolism	Pyruvate metabolism	ghrA; glyoxylate/hydroxypyruvate reductase [EC:1.1.1.79 1.1.1.81]	3
K12972	Metabolism	Glycine, serine and threonine metabolism	Glycine, serine and threonine metabolism	ghrA; glyoxylate/hydroxypyruvate reductase [EC:1.1.1.79 1.1.1.81]	3
K12976	Brite Hierarchies	Lipopolysaccharide biosynthesis proteins [BR:ko01005]	Lipopolysaccharide biosynthesis proteins [BR:ko01005]	pagL; lipid A 3-O-deacylase [EC:3.1.-.-]	1
K12978	Brite Hierarchies	Lipopolysaccharide biosynthesis proteins [BR:ko01005]	Lipopolysaccharide biosynthesis proteins [BR:ko01005]	lpxF; lipid A 4-phosphatase [EC:3.1.3.-]	1
K12979	Brite Hierarchies	Lipopolysaccharide biosynthesis proteins [BR:ko01005]	Lipopolysaccharide biosynthesis proteins [BR:ko01005]	lpxO; beta-hydroxylase [EC:1.14.11.-]	1
K12981	Metabolism	Lipopolysaccharide biosynthesis	Lipopolysaccharide biosynthesis	waaZ, rfaZ; KDO transferase III [EC:2.4.99.-]	1
K12981	Brite Hierarchies	Glycosyltransferases [BR:ko01003]	Glycosyltransferases [BR:ko01003]	waaZ, rfaZ; KDO transferase III [EC:2.4.99.-]	1
K12981	Brite Hierarchies	Lipopolysaccharide biosynthesis proteins [BR:ko01005]	Lipopolysaccharide biosynthesis proteins [BR:ko01005]	waaZ, rfaZ; KDO transferase III [EC:2.4.99.-]	1
K12992	Cellular Processes	Biofilm formation - Pseudomonas aeruginosa	Biofilm formation - Pseudomonas aeruginosa	rfbN; rhamnosyltransferase [EC:2.4.1.-]	1
K12992	Brite Hierarchies	Glycosyltransferases [BR:ko01003]	Glycosyltransferases [BR:ko01003]	rfbN; rhamnosyltransferase [EC:2.4.1.-]	1
K12992	Brite Hierarchies	Lipopolysaccharide biosynthesis proteins [BR:ko01005]	Lipopolysaccharide biosynthesis proteins [BR:ko01005]	rfbN; rhamnosyltransferase [EC:2.4.1.-]	1
K13007	Brite Hierarchies	Glycosyltransferases [BR:ko01003]	Glycosyltransferases [BR:ko01003]	wbpL; Fuc2NAc and GlcNAc transferase [EC:2.4.1.-]	1
K13007	Brite Hierarchies	Lipopolysaccharide biosynthesis proteins [BR:ko01005]	Lipopolysaccharide biosynthesis proteins [BR:ko01005]	wbpL; Fuc2NAc and GlcNAc transferase [EC:2.4.1.-]	1
K13038	Metabolism	Pantothenate and CoA biosynthesis	Pantothenate and CoA biosynthesis	coaBC, dfp; phosphopantothenoylcysteine decarboxylase / phosphopantothenate---cysteine ligase [EC:4.1.1.36 6.3.2.5]	1
K13053	Brite Hierarchies	Chromosome and associated proteins [BR:ko03036]	Chromosome and associated proteins [BR:ko03036]	sulA; cell division inhibitor SulA	1
K13061	Metabolism	Cysteine and methionine metabolism	Cysteine and methionine metabolism	rhlI, phzI, solI, cepI, tofI; acyl homoserine lactone synthase [EC:2.3.1.184]	1
K13061	Environmental Information Processing	Two-component system	Two-component system	rhlI, phzI, solI, cepI, tofI; acyl homoserine lactone synthase [EC:2.3.1.184]	1
K13061	Cellular Processes	Biofilm formation - Pseudomonas aeruginosa	Biofilm formation - Pseudomonas aeruginosa	rhlI, phzI, solI, cepI, tofI; acyl homoserine lactone synthase [EC:2.3.1.184]	1
K13061	Cellular Processes	Quorum sensing	Quorum sensing	rhlI, phzI, solI, cepI, tofI; acyl homoserine lactone synthase [EC:2.3.1.184]	1
K13255	Not Included in Pathway or Brite	General function prediction only	General function prediction only	fhuF; ferric iron reductase protein FhuF	1
K13256	Not Included in Pathway or Brite	General function prediction only	General function prediction only	psiE; protein PsiE	1
K13288	Genetic Information Processing	Ribosome biogenesis in eukaryotes	Ribosome biogenesis in eukaryotes	orn, REX2, REXO2; oligoribonuclease [EC:3.1.-.-]	1
K13288	Brite Hierarchies	Messenger RNA biogenesis [BR:ko03019]	Messenger RNA biogenesis [BR:ko03019]	orn, REX2, REXO2; oligoribonuclease [EC:3.1.-.-]	1
K13288	Brite Hierarchies	Ribosome biogenesis [BR:ko03009]	Ribosome biogenesis [BR:ko03009]	orn, REX2, REXO2; oligoribonuclease [EC:3.1.-.-]	1
K13292	Not Included in Pathway or Brite	Enzymes with EC numbers	Enzymes with EC numbers	lgt, umpA; phosphatidylglycerol---prolipoprotein diacylglyceryl transferase [EC:2.5.1.145]	1
K13378	Metabolism	Oxidative phosphorylation	Oxidative phosphorylation	nuoCD; NADH-quinone oxidoreductase subunit C/D [EC:7.1.1.2]	1
K13481	Metabolism	Purine metabolism	Purine metabolism	xdhA; xanthine dehydrogenase small subunit [EC:1.17.1.4]	1
K13482	Metabolism	Purine metabolism	Purine metabolism	xdhB; xanthine dehydrogenase large subunit [EC:1.17.1.4]	1
K13483	Metabolism	Purine metabolism	Purine metabolism	yagT; xanthine dehydrogenase YagT iron-sulfur-binding subunit	2
K13485	Metabolism	Purine metabolism	Purine metabolism	PRHOXNB, URAD; 2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase [EC:4.1.1.97]	1
K13486	Environmental Information Processing	Two-component system	Two-component system	wspC; chemotaxis protein methyltransferase WspC	1
K13487	Environmental Information Processing	Two-component system	Two-component system	wspA; methyl-accepting chemotaxis protein WspA	1
K13487	Cellular Processes	Biofilm formation - Pseudomonas aeruginosa	Biofilm formation - Pseudomonas aeruginosa	wspA; methyl-accepting chemotaxis protein WspA	1
K13488	Environmental Information Processing	Two-component system	Two-component system	wspB; chemotaxis-related protein WspB	1
K13488	Cellular Processes	Biofilm formation - Pseudomonas aeruginosa	Biofilm formation - Pseudomonas aeruginosa	wspB; chemotaxis-related protein WspB	1
K13489	Environmental Information Processing	Two-component system	Two-component system	wspD; chemotaxis-related protein WspD	1
K13489	Cellular Processes	Biofilm formation - Pseudomonas aeruginosa	Biofilm formation - Pseudomonas aeruginosa	wspD; chemotaxis-related protein WspD	1
K13490	Environmental Information Processing	Two-component system	Two-component system	wspE; two-component system, chemotaxis family, sensor histidine kinase and response regulator WspE	1
K13490	Cellular Processes	Biofilm formation - Pseudomonas aeruginosa	Biofilm formation - Pseudomonas aeruginosa	wspE; two-component system, chemotaxis family, sensor histidine kinase and response regulator WspE	1
K13490	Brite Hierarchies	Protein kinases [BR:ko01001]	Protein kinases [BR:ko01001]	wspE; two-component system, chemotaxis family, sensor histidine kinase and response regulator WspE	1
K13490	Brite Hierarchies	Two-component system [BR:ko02022]	Two-component system [BR:ko02022]	wspE; two-component system, chemotaxis family, sensor histidine kinase and response regulator WspE	1
K13491	Environmental Information Processing	Two-component system	Two-component system	wspF; two-component system, chemotaxis family, response regulator WspF [EC:3.1.1.61]	1
K13491	Cellular Processes	Biofilm formation - Pseudomonas aeruginosa	Biofilm formation - Pseudomonas aeruginosa	wspF; two-component system, chemotaxis family, response regulator WspF [EC:3.1.1.61]	1
K13491	Brite Hierarchies	Two-component system [BR:ko02022]	Two-component system [BR:ko02022]	wspF; two-component system, chemotaxis family, response regulator WspF [EC:3.1.1.61]	1
K13541	Metabolism	Porphyrin and chlorophyll metabolism	Porphyrin and chlorophyll metabolism	cbiGH-cobJ; cobalt-precorrin 5A hydrolase / precorrin-3B C17-methyltransferase [EC:3.7.1.12 2.1.1.131]	1
K13566	Metabolism	Alanine, aspartate and glutamate metabolism	Alanine, aspartate and glutamate metabolism	NIT2, yafV; omega-amidase [EC:3.5.1.3]	5
K13573	Brite Hierarchies	Proteasome [BR:ko03051]	Proteasome [BR:ko03051]	pafC; proteasome accessory factor C	1
K13580	Not Included in Pathway or Brite	Cofactor metabolism	Cofactor metabolism	K13580; magnesium chelatase subunit ChlD-like protein	1
K13587	Environmental Information Processing	Two-component system	Two-component system	cckA; two-component system, cell cycle sensor histidine kinase and response regulator CckA [EC:2.7.13.3]	10
K13587	Cellular Processes	Cell cycle - Caulobacter	Cell cycle - Caulobacter	cckA; two-component system, cell cycle sensor histidine kinase and response regulator CckA [EC:2.7.13.3]	10
K13587	Brite Hierarchies	Protein kinases [BR:ko01001]	Protein kinases [BR:ko01001]	cckA; two-component system, cell cycle sensor histidine kinase and response regulator CckA [EC:2.7.13.3]	10
K13587	Brite Hierarchies	Two-component system [BR:ko02022]	Two-component system [BR:ko02022]	cckA; two-component system, cell cycle sensor histidine kinase and response regulator CckA [EC:2.7.13.3]	10
K13609	Metabolism	Lysine degradation	Lysine degradation	dpkA, lhpD; delta1-piperideine-2-carboxylate reductase [EC:1.5.1.21]	1
K13609	Metabolism	Tropane, piperidine and pyridine alkaloid biosynthesis	Tropane, piperidine and pyridine alkaloid biosynthesis	dpkA, lhpD; delta1-piperideine-2-carboxylate reductase [EC:1.5.1.21]	1
K13623	Metabolism	Glycerophospholipid metabolism	Glycerophospholipid metabolism	btaB; S-adenosylmethionine-diacylgycerolhomoserine-N-methlytransferase	1
K13628	Brite Hierarchies	Transfer RNA biogenesis [BR:ko03016]	Transfer RNA biogenesis [BR:ko03016]	iscA; iron-sulfur cluster assembly protein	2
K13634	Brite Hierarchies	Transcription factors [BR:ko03000]	Transcription factors [BR:ko03000]	cysB; LysR family transcriptional regulator, cys regulon transcriptional activator	1
K13643	Brite Hierarchies	Transcription factors [BR:ko03000]	Transcription factors [BR:ko03000]	iscR; Rrf2 family transcriptional regulator, iron-sulfur cluster assembly transcription factor	1
K13653	Brite Hierarchies	Transcription factors [BR:ko03000]	Transcription factors [BR:ko03000]	K13653; AraC family transcriptional regulator	6
K13694	Brite Hierarchies	Peptidases [BR:ko01002]	Peptidases [BR:ko01002]	mepS, spr; murein DD-endopeptidase / murein LD-carboxypeptidase [EC:3.4.-.- 3.4.17.13]	3
K13694	Brite Hierarchies	Peptidoglycan biosynthesis and degradation proteins [BR:ko01011]	Peptidoglycan biosynthesis and degradation proteins [BR:ko01011]	mepS, spr; murein DD-endopeptidase / murein LD-carboxypeptidase [EC:3.4.-.- 3.4.17.13]	3
K13788	Metabolism	Propanoate metabolism	Propanoate metabolism	pta; phosphate acetyltransferase [EC:2.3.1.8]	1
K13788	Metabolism	Pyruvate metabolism	Pyruvate metabolism	pta; phosphate acetyltransferase [EC:2.3.1.8]	1
K13788	Metabolism	Carbon fixation pathways in prokaryotes	Carbon fixation pathways in prokaryotes	pta; phosphate acetyltransferase [EC:2.3.1.8]	1
K13788	Metabolism	Methane metabolism	Methane metabolism	pta; phosphate acetyltransferase [EC:2.3.1.8]	1
K13788	Metabolism	Taurine and hypotaurine metabolism	Taurine and hypotaurine metabolism	pta; phosphate acetyltransferase [EC:2.3.1.8]	1
K13821	Metabolism	Alanine, aspartate and glutamate metabolism	Alanine, aspartate and glutamate metabolism	putA; RHH-type transcriptional regulator, proline utilization regulon repressor / proline dehydrogenase / delta 1-pyrroline-5-carboxylate dehydrogenase [EC:1.5.5.2 1.2.1.88]	1
K13821	Metabolism	Arginine and proline metabolism	Arginine and proline metabolism	putA; RHH-type transcriptional regulator, proline utilization regulon repressor / proline dehydrogenase / delta 1-pyrroline-5-carboxylate dehydrogenase [EC:1.5.5.2 1.2.1.88]	1
K13821	Brite Hierarchies	Transcription factors [BR:ko03000]	Transcription factors [BR:ko03000]	putA; RHH-type transcriptional regulator, proline utilization regulon repressor / proline dehydrogenase / delta 1-pyrroline-5-carboxylate dehydrogenase [EC:1.5.5.2 1.2.1.88]	1
K13875	Metabolism	Ascorbate and aldarate metabolism	Ascorbate and aldarate metabolism	K13875, araC; L-arabonate dehydrase [EC:4.2.1.25]	1
K13877	Metabolism	Ascorbate and aldarate metabolism	Ascorbate and aldarate metabolism	aldH; 2,5-dioxopentanoate dehydrogenase [EC:1.2.1.26]	1
K13877	Metabolism	Pentose and glucuronate interconversions	Pentose and glucuronate interconversions	aldH; 2,5-dioxopentanoate dehydrogenase [EC:1.2.1.26]	1
K13888	Brite Hierarchies	Transporters [BR:ko02000]	Transporters [BR:ko02000]	macA; membrane fusion protein, macrolide-specific efflux system	2
K13893	Environmental Information Processing	ABC transporters	ABC transporters	yejA; microcin C transport system substrate-binding protein	3
K13893	Brite Hierarchies	Transporters [BR:ko02000]	Transporters [BR:ko02000]	yejA; microcin C transport system substrate-binding protein	3
K13894	Environmental Information Processing	ABC transporters	ABC transporters	yejB; microcin C transport system permease protein	2
K13894	Brite Hierarchies	Transporters [BR:ko02000]	Transporters [BR:ko02000]	yejB; microcin C transport system permease protein	2
K13895	Environmental Information Processing	ABC transporters	ABC transporters	yejE; microcin C transport system permease protein	2
K13895	Brite Hierarchies	Transporters [BR:ko02000]	Transporters [BR:ko02000]	yejE; microcin C transport system permease protein	2
K13928	Brite Hierarchies	Transcription factors [BR:ko03000]	Transcription factors [BR:ko03000]	mdcR; LysR family transcriptional regulator, malonate utilization transcriptional regulator	1
K13929	Brite Hierarchies	Transporters [BR:ko02000]	Transporters [BR:ko02000]	mdcA; malonate decarboxylase alpha subunit [EC:2.3.1.187]	1
K13930	Not Included in Pathway or Brite	Enzymes with EC numbers	Enzymes with EC numbers	mdcB; triphosphoribosyl-dephospho-CoA synthase [EC:2.4.2.52]	1
K13932	Not Included in Pathway or Brite	Enzymes with EC numbers	Enzymes with EC numbers	mdcD; malonate decarboxylase beta subunit [EC:4.1.1.87]	1
