	PSPTO_ID	OG	KO id	KO description
Pto|4207	PSPTO_4305	OG0000059	K18139	"oprM; outer membrane protein, multidrug efflux system"
Pto|4208	PSPTO_4306	OG0000017	K03762	"proP; MFS transporter, MHS family, proline/betaine transporter"
Pto|4209	PSPTO_4307	OG0000031	K00626	E2.3.1.9; acetyl-CoA C-acetyltransferase [EC:2.3.1.9]
Pto|4211	PSPTO_4309	OG0003361	K01039	"gctA; glutaconate CoA-transferase, subunit A [EC:2.8.3.12]"
Pto|4212	PSPTO_4310	OG0000054	K02624	"pcaR; IclR family transcriptional regulator, pca regulon regulatory protein"
Pto|4214	PSPTO_4312	OG0000398	K03306	"TC.PIT; inorganic phosphate transporter, PiT family"
Pto|4215	PSPTO_4313	OG0004348		
Pto|4216	PSPTO_4314	OG0000338	K01433	purU; formyltetrahydrofolate deformylase [EC:3.5.1.10]
Pto|4217	PSPTO_4315	OG0003880		
Pto|4218	PSPTO_4316	OG0002494	K01141	sbcB; exodeoxyribonuclease I [EC:3.1.11.1]
Pto|4219	PSPTO_4317	OG0001712		
Pto|4220	PSPTO_4318	OG0002056		
Pto|4221	PSPTO_4319	OG0003881		
Pto|4222	PSPTO_4320	OG0003882		
Pto|4223	PSPTO_4321	OG0005683		
Pto|4224	PSPTO_4322	OG0003847		
Pto|4225	PSPTO_4323	OG0007154		
Pto|4226	PSPTO_4324			
Pto|4227	PSPTO_4325			
Pto|4228	PSPTO_4326	OG0006542		
Pto|4230	PSPTO_4328	OG0000577	K07497	putative transposase
Pto|4231	PSPTO_4329	OG0004740		
Pto|4233	PSPTO_4331			
Pto|4234	PSPTO_4332	OG0004027	K06915	uncharacterized protein
Pto|4235	PSPTO_4333	OG0000151	K03924	moxR; MoxR-like ATPase [EC:3.6.3.-]
Pto|4236	PSPTO_4334	OG0000260		
Pto|4237	PSPTO_4335	OG0002750		
Pto|4238	PSPTO_4336	OG0003883		
Pto|4239	PSPTO_4337	OG0000471	K00873	PK; pyruvate kinase [EC:2.7.1.40]
Pto|4240	PSPTO_4338	OG0003517		
Pto|4241	PSPTO_4339	OG0001582	K01676	"E4.2.1.2A; fumarate hydratase, class I [EC:4.2.1.2]"
Pto|4242	PSPTO_4340	OG0001915	K11021	tccC; insecticidal toxin complex protein TccC
Pto|4243	PSPTO_4342			
Pto|4244	PSPTO_4343			
Pto|4245	PSPTO_4344	OG0001915	K11021	tccC; insecticidal toxin complex protein TccC
Pto|4247	PSPTO_4346			
Pto|4249	PSPTO_4348	OG0004932		
Pto|4250	PSPTO_4349	OG0000319	K06131	clsA_B; cardiolipin synthase A/B [EC:2.7.8.-]
Pto|4251	PSPTO_4350	OG0003362		
Pto|4253	PSPTO_4352	OG0000653		
Pto|4255	PSPTO_4354	OG0001984	K22617	olsA; lyso-ornithine lipid O-acyltransferase [EC:2.3.1.270]
Pto|4256	PSPTO_4355	OG0002414	K08682	acpH; acyl carrier protein phosphodiesterase [EC:3.1.4.14]
Pto|4257	PSPTO_4356	OG0000048	K03892	"arsR; ArsR family transcriptional regulator, arsenate/arsenite/antimonite-responsive transcriptional repressor"
Pto|4258	PSPTO_4357	OG0000158	K19577	"ydhP; MFS transporter, DHA1 family, inner membrane transport protein"
Pto|4259	PSPTO_4358	OG0000129	K10680	nemA; N-ethylmaleimide reductase [EC:1.-.-.-]
Pto|4260	PSPTO_4359	OG0003512		
Pto|4261	PSPTO_4360	OG0000681	K22320	oleD; 2-alkyl-3-oxoalkanoate reductase [EC:1.1.1.412]
Pto|4262	PSPTO_4361	OG0001852	K05596	"iciA; LysR family transcriptional regulator, chromosome initiation inhibitor"
Pto|4263	PSPTO_4362	OG0001526	K06895	lysE; L-lysine exporter family protein LysE/ArgO
Pto|4264	PSPTO_4363	OG0000345	K04564	"SOD2; superoxide dismutase, Fe-Mn family [EC:1.15.1.1]"
Pto|4266	PSPTO_4365	OG0000002	K21023	mucR; diguanylate cyclase [EC:2.7.7.65]
Pto|4267	PSPTO_4366	OG0003062	K07231	putative iron-regulated protein
Pto|4268	PSPTO_4367	OG0002751		
Pto|4269	PSPTO_4368	OG0003064	K07338	uncharacterized protein
Pto|4270	PSPTO_4369	OG0003065	K09947	uncharacterized protein
Pto|4271	PSPTO_4370	OG0003884		
Pto|4272	PSPTO_4371	OG0003520		
Pto|4273	PSPTO_4372	OG0002187		
Pto|4274	PSPTO_4373	OG0001583		
Pto|4275	PSPTO_4374	OG0001222		
Pto|4276	PSPTO_4375	OG0002257	K12978	lpxF; lipid A 4'-phosphatase [EC:3.1.3.-]
Pto|4277	PSPTO_4376	OG0000764	K04077	groEL; chaperonin GroEL
Pto|4278	PSPTO_4377	OG0001112	K04078	groES; chaperonin GroES
Pto|4279	PSPTO_4378			
Pto|4280	PSPTO_4379	OG0002258	K07113	fxsA; UPF0716 protein FxsA
Pto|4281	PSPTO_4380	OG0000001	K00059	fabG; 3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]
Pto|4282	PSPTO_4381	OG0003522		
Pto|4284	PSPTO_4383	OG0001455	K08218	"ampG; MFS transporter, PAT family, beta-lactamase induction signal transducer AmpG"
Pto|4285	PSPTO_4384			
Pto|4286	PSPTO_4385	OG0000208	K11904	vgrG; type VI secretion system secreted protein VgrG
Pto|4287	PSPTO_4386			
Pto|4288	PSPTO_4387			
Pto|4289	PSPTO_4388			
Pto|4292	PSPTO_4392	OG0000103	K22044	ybiO; moderate conductance mechanosensitive channel
Pto|4293	PSPTO_4393	OG0001329	K09767	yajQ; cyclic-di-GMP-binding protein
Pto|4294	PSPTO_4394	OG0002493	K00077	panE; 2-dehydropantoate 2-reductase [EC:1.1.1.169]
Pto|4295	PSPTO_4395	OG0002017		
Pto|4296	PSPTO_4396	OG0001330	K00798	MMAB; cob(I)alamin adenosyltransferase [EC:2.5.1.17]
Pto|4297	PSPTO_4397	OG0000055	K03574	mutT; 8-oxo-dGTP diphosphatase [EC:3.6.1.55]
Pto|4298	PSPTO_4398	OG0001638	K00799	GST; glutathione S-transferase [EC:2.5.1.18]
Pto|4299	PSPTO_4399	OG0001711	K00620	argJ; glutamate N-acetyltransferase / amino-acid N-acetyltransferase [EC:2.3.1.35 2.3.1.1]
Pto|4300	PSPTO_4400	OG0000618	K03070	secA; preprotein translocase subunit SecA
Pto|4301	PSPTO_4401	OG0002749		
Pto|4302	PSPTO_4402	OG0001430	K02535	lpxC; UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase [EC:3.5.1.108]
Pto|4303	PSPTO_4403	OG0000741	K03531	ftsZ; cell division protein FtsZ
Pto|4304	PSPTO_4404	OG0001194	K03590	ftsA; cell division protein FtsA
Pto|4305	PSPTO_4405	OG0001820	K03589	ftsQ; cell division protein FtsQ
Pto|4306	PSPTO_4406	OG0000504	K01921	ddl; D-alanine-D-alanine ligase [EC:6.3.2.4]
Pto|4307	PSPTO_4407	OG0000908	K01924	murC; UDP-N-acetylmuramate--alanine ligase [EC:6.3.2.8]
Pto|4308	PSPTO_4408	OG0000907	K02563	murG; UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase [EC:2.4.1.227]
Pto|4309	PSPTO_4409	OG0000178	K03588	ftsW; cell division protein FtsW
Pto|4310	PSPTO_4410	OG0000906	K01925	murD; UDP-N-acetylmuramoylalanine--D-glutamate ligase [EC:6.3.2.9]
Pto|4311	PSPTO_4411	OG0000740	K01000	mraY; phospho-N-acetylmuramoyl-pentapeptide-transferase [EC:2.7.8.13]
Pto|4312	PSPTO_4412	OG0000739	K01929	murF; UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase [EC:6.3.2.10]
Pto|4313	PSPTO_4413	OG0000662	K01928	"murE; UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase [EC:6.3.2.13]"
Pto|4314	PSPTO_4414	OG0000604	K03587	ftsI; cell division protein FtsI (penicillin-binding protein 3) [EC:3.4.16.4]
Pto|4315	PSPTO_4415	OG0002011	K03586	ftsL; cell division protein FtsL
Pto|4316	PSPTO_4416	OG0001056	K03438	mraW; 16S rRNA (cytosine1402-N4)-methyltransferase [EC:2.1.1.199]
Pto|4317	PSPTO_4417	OG0001429	K03925	mraZ; MraZ protein
Pto|4318	PSPTO_4418	OG0000905	K07056	rsmI; 16S rRNA (cytidine1402-2'-O)-methyltransferase [EC:2.1.1.198]
Pto|4319	PSPTO_4419	OG0002445	K07121	uncharacterized protein
Pto|4320	PSPTO_4420	OG0001055	K07460	yraN; putative endonuclease
Pto|4321	PSPTO_4421	OG0002205	K03271	gmhA; D-sedoheptulose 7-phosphate isomerase [EC:5.3.1.28]
Pto|4322	PSPTO_4422	OG0000603	K04065	osmY; hyperosmotically inducible periplasmic protein
Pto|4323	PSPTO_4423	OG0002003	K03600	sspB; stringent starvation protein B
Pto|4324	PSPTO_4424	OG0002002	K03599	sspA; stringent starvation protein A
Pto|4325	PSPTO_4425	OG0001054	K02996	RP-S9; small subunit ribosomal protein S9
Pto|4326	PSPTO_4426	OG0000899	K02871	RP-L13; large subunit ribosomal protein L13
Pto|4327	PSPTO_4427	OG0000020	K07506	AraC family transcriptional regulator
Pto|4328	PSPTO_4428	OG0000418	K06916	zapE; cell division protein ZapE
Pto|4329	PSPTO_4429	OG0000736	K01867	WARS; tryptophanyl-tRNA synthetase [EC:6.1.1.2]
Pto|4330	PSPTO_4430	OG0001556	K07018	uncharacterized protein
Pto|4331	PSPTO_4431	OG0003414	K09908	uncharacterized protein
Pto|4332	PSPTO_4432	OG0001192	K00955	cysNC; bifunctional enzyme CysN/CysC [EC:2.7.7.4 2.7.1.25]
Pto|4333	PSPTO_4433	OG0001191	K00957	cysD; sulfate adenylyltransferase subunit 2 [EC:2.7.7.4]
Pto|4334	PSPTO_4434	OG0001999		
Pto|4335	PSPTO_4435	OG0000163	K04771	degP; serine protease Do [EC:3.4.21.107]
Pto|4336	PSPTO_4436	OG0001733		
Pto|4337	PSPTO_4437	OG0000245	K00817	hisC; histidinol-phosphate aminotransferase [EC:2.6.1.9]
Pto|4338	PSPTO_4438	OG0000661	K00013	hisD; histidinol dehydrogenase [EC:1.1.1.23]
Pto|4339	PSPTO_4439	OG0000902	K00765	hisG; ATP phosphoribosyltransferase [EC:2.4.2.17]
Pto|4341	PSPTO_4441	OG0000602	K00790	murA; UDP-N-acetylglucosamine 1-carboxyvinyltransferase [EC:2.5.1.7]
Pto|4342	PSPTO_4442	OG0000484	K05527	"bolA; BolA family transcriptional regulator, general stress-responsive regulator"
Pto|4343	PSPTO_4443	OG0003004	K07122	mlaB; phospholipid transport system transporter-binding protein
Pto|4344	PSPTO_4444	OG0001818	K07323	mlaC; phospholipid transport system substrate-binding protein
Pto|4345	PSPTO_4445	OG0001428	K02067	mlaD; phospholipid/cholesterol/gamma-HCH transport system substrate-binding protein
Pto|4346	PSPTO_4446	OG0000469	K02066	mlaE; phospholipid/cholesterol/gamma-HCH transport system permease protein
Pto|4347	PSPTO_4447	OG0002010	K02065	mlaF; phospholipid/cholesterol/gamma-HCH transport system ATP-binding protein
Pto|4348	PSPTO_4448	OG0000601	K06041	kdsD; arabinose-5-phosphate isomerase [EC:5.3.1.13]
Pto|4349	PSPTO_4449	OG0001307	K03270	kdsC; 3-deoxy-D-manno-octulosonate 8-phosphate phosphatase (KDO 8-P phosphatase) [EC:3.1.3.45]
Pto|4350	PSPTO_4450	OG0002009	K11719	lptC; lipopolysaccharide export system protein LptC
Pto|4351	PSPTO_4451	OG0001817	K09774	lptA; lipopolysaccharide export system protein LptA
Pto|4352	PSPTO_4452	OG0000065	K06861	lptB; lipopolysaccharide export system ATP-binding protein [EC:3.6.3.-]
Pto|4353	PSPTO_4453	OG0000660	K03092	rpoN; RNA polymerase sigma-54 factor
Pto|4354	PSPTO_4454	OG0000737	K05808	yhbH; putative sigma-54 modulation protein
Pto|4355	PSPTO_4455	OG0001680	K02806	"PTS-Ntr-EIIA; PTS system, nitrogen regulatory IIA component [EC:2.7.1.-]"
Pto|4356	PSPTO_4456	OG0001306	K06958	rapZ; RNase adapter protein RapZ
Pto|4357	PSPTO_4457	OG0000506	K11189	PTS-HPR; phosphocarrier protein
Pto|4358	PSPTO_4458			
Pto|4359	PSPTO_4459	OG0000345	K04564	"SOD2; superoxide dismutase, Fe-Mn family [EC:1.15.1.1]"
Pto|4360	PSPTO_4460	OG0004317		
Pto|4361	PSPTO_4461	OG0000205	K01679	"E4.2.1.2B; fumarate hydratase, class II [EC:4.2.1.2]"
Pto|4362	PSPTO_4462	OG0004316		
Pto|4363	PSPTO_4463	OG0002008	K03592	pmbA; PmbA protein
Pto|4364	PSPTO_4464	OG0002007	K09889	yjgA; ribosome-associated protein
Pto|4365	PSPTO_4465	OG0002006	K03568	tldD; TldD protein
Pto|4366	PSPTO_4466	OG0000095	K13566	NIT2; omega-amidase [EC:3.5.1.3]
Pto|4367	PSPTO_4467	OG0002202		
Pto|4368	PSPTO_4468	OG0000378	K08301	rng; ribonuclease G [EC:3.1.26.-]
Pto|4369	PSPTO_4469	OG0000299	K06287	maf; septum formation protein
Pto|4370	PSPTO_4470	OG0002005	K03571	mreD; rod shape-determining protein MreD
Pto|4371	PSPTO_4471	OG0001193	K03570	mreC; rod shape-determining protein MreC
Pto|4372	PSPTO_4472	OG0000901	K03569	mreB; rod shape-determining protein MreB and related proteins
Pto|4373	PSPTO_4473	OG0001559	K02435	gatC; aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit C [EC:6.3.5.6 6.3.5.7]
Pto|4374	PSPTO_4474	OG0000087	K02433	gatA; aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit A [EC:6.3.5.6 6.3.5.7]
Pto|4375	PSPTO_4475	OG0001558	K02434	gatB; aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit B [EC:6.3.5.6 6.3.5.7]
Pto|4376	PSPTO_4476	OG0000505	K03642	rlpA; rare lipoprotein A
Pto|4377	PSPTO_4477	OG0002693	K07301	yrbG; cation:H+ antiporter
Pto|4378	PSPTO_4478	OG0000234	K01607	pcaC; 4-carboxymuconolactone decarboxylase [EC:4.1.1.44]
Pto|4379	PSPTO_4479	OG0000433	K07088	uncharacterized protein
Pto|4380	PSPTO_4480	OG0001678	K01113	phoD; alkaline phosphatase D [EC:3.1.3.1]
Pto|4381	PSPTO_4481	OG0003869	K06969	rlmI; 23S rRNA (cytosine1962-C5)-methyltransferase [EC:2.1.1.191]
Pto|4382	PSPTO_4482	OG0002737		
Pto|4383	PSPTO_4483	OG0005056		
Pto|4384	PSPTO_4484	OG0000603	K04065	osmY; hyperosmotically inducible periplasmic protein
Pto|4386	PSPTO_4486	OG0000939	K00962	pnp; polyribonucleotide nucleotidyltransferase [EC:2.7.7.8]
Pto|4387	PSPTO_4487	OG0001079	K02956	RP-S15; small subunit ribosomal protein S15
Pto|4388	PSPTO_4488	OG0000753	K03177	truB; tRNA pseudouridine55 synthase [EC:5.4.99.25]
Pto|4389	PSPTO_4489	OG0000940	K02834	rbfA; ribosome-binding factor A
Pto|4390	PSPTO_4490	OG0000941	K02519	infB; translation initiation factor IF-2
Pto|4391	PSPTO_4491	OG0000942	K02600	nusA; N utilization substance protein A
Pto|4392	PSPTO_4492	OG0001080	K09748	rimP; ribosome maturation factor RimP
Pto|4393	PSPTO_4493	OG0001472	K03075	secG; preprotein translocase subunit SecG
Pto|4394	PSPTO_4494	OG0000943	K01803	TPI; triosephosphate isomerase (TIM) [EC:5.3.1.1]
Pto|4395	PSPTO_4495	OG0000212	K03431	glmM; phosphoglucosamine mutase [EC:5.4.2.10]
Pto|4396	PSPTO_4496	OG0000754	K00796	folP; dihydropteroate synthase [EC:2.5.1.15]
Pto|4397	PSPTO_4497	OG0000561	K03798	ftsH; cell division protease FtsH [EC:3.4.24.-]
Pto|4398	PSPTO_4498	OG0001846	K02427	rlmE; 23S rRNA (uridine2552-2'-O)-methyltransferase [EC:2.1.1.166]
Pto|4399	PSPTO_4499	OG0001703	K07574	yhbY; RNA-binding protein
Pto|4400	PSPTO_4500	OG0000321	K03624	greA; transcription elongation factor GreA
Pto|4401	PSPTO_4501	OG0000673	K01955	carB; carbamoyl-phosphate synthase large subunit [EC:6.3.5.5]
Pto|4402	PSPTO_4502	OG0000674	K01956	carA; carbamoyl-phosphate synthase small subunit [EC:6.3.5.5]
Pto|4403	PSPTO_4503	OG0000944	K00215	dapB; 4-hydroxy-tetrahydrodipicolinate reductase [EC:1.17.1.8]
Pto|4404	PSPTO_4504	OG0000675	K03686	dnaJ; molecular chaperone DnaJ
Pto|4405	PSPTO_4505	OG0000348	K04043	dnaK; molecular chaperone DnaK
Pto|4406	PSPTO_4506	OG0000755	K03687	GRPE; molecular chaperone GrpE
Pto|4407	PSPTO_4507	OG0000945	K03631	recN; DNA repair protein RecN (Recombination protein N)
Pto|4408	PSPTO_4508	OG0000325	K03711	"fur; Fur family transcriptional regulator, ferric uptake regulator"
Pto|4409	PSPTO_4509	OG0002038	K06186	bamE; outer membrane protein assembly factor BamE
Pto|4412	PSPTO_4512	OG0002248	K09801	uncharacterized protein
Pto|4413	PSPTO_4513	OG0002039	K18588	COQ10; coenzyme Q-binding protein COQ10
Pto|4414	PSPTO_4514	OG0003099	K03308	"TC.NSS; neurotransmitter:Na+ symporter, NSS family"
Pto|4415	PSPTO_4515	OG0000756	K03664	smpB; SsrA-binding protein
Pto|4416	PSPTO_4516	OG0003051		
Pto|4417	PSPTO_4517			
Pto|4418	PSPTO_4518	OG0000113	K02364	entF; enterobactin synthetase component F [EC:6.3.2.14]
Pto|4419	PSPTO_4519	OG0000113	K02364	entF; enterobactin synthetase component F [EC:6.3.2.14]
Pto|4420	PSPTO_4520	OG0000519		
Pto|4422	PSPTO_4522			
Pto|4423	PSPTO_4523	OG0000027	K03719	"lrp; Lrp/AsnC family transcriptional regulator, leucine-responsive regulatory protein"
Pto|4424	PSPTO_4524	OG0002182		
Pto|4425	PSPTO_4525			
Pto|4426	PSPTO_4526	OG0000087	K02433	gatA; aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit A [EC:6.3.5.6 6.3.5.7]
Pto|4427	PSPTO_4527	OG0001517		
Pto|4428	PSPTO_4528	OG0000190	K04033	"eutR; AraC family transcriptional regulator, ethanolamine operon transcriptional activator"
Pto|4429	PSPTO_4529			
Pto|4430	PSPTO_4530	OG0001865	K03782	katG; catalase-peroxidase [EC:1.11.1.21]
Pto|4431	PSPTO_4531	OG0000005	K03406	mcp; methyl-accepting chemotaxis protein
Pto|4433	PSPTO_4533	OG0001293	K03313	"nhaA; Na+:H+ antiporter, NhaA family"
Pto|4434	PSPTO_4534	OG0000018	K02035	ABC.PE.S; peptide/nickel transport system substrate-binding protein
Pto|4435	PSPTO_4535	OG0000015	K02031	ABC.PE.A; peptide/nickel transport system ATP-binding protein
Pto|4436	PSPTO_4536	OG0000015	K02031	ABC.PE.A; peptide/nickel transport system ATP-binding protein
Pto|4437	PSPTO_4537	OG0000037	K02034	ABC.PE.P1; peptide/nickel transport system permease protein
Pto|4438	PSPTO_4538	OG0000036	K02033	ABC.PE.P; peptide/nickel transport system permease protein
Pto|4439	PSPTO_4539	OG0000009	K07687	"rcsB; two-component system, NarL family, captular synthesis response regulator RcsB"
Pto|4440	PSPTO_4540	OG0002992	K18457	laaA; L-proline amide hydrolase [EC:3.5.1.101]
Pto|4441	PSPTO_4541	OG0000005	K03406	mcp; methyl-accepting chemotaxis protein
Pto|4442	PSPTO_4542	OG0000159	K07636	"phoR; two-component system, OmpR family, phosphate regulon sensor histidine kinase PhoR [EC:2.7.13.3]"
Pto|4443	PSPTO_4543	OG0000002	K21023	mucR; diguanylate cyclase [EC:2.7.7.65]
Pto|4444	PSPTO_4544	OG0001566	K07090	uncharacterized protein
Pto|4445	PSPTO_4545	OG0004339		
Pto|4446	PSPTO_4546	OG0002918		
Pto|4447	PSPTO_4547	OG0000900	K01708	garD; galactarate dehydratase [EC:4.2.1.42]
Pto|4448	PSPTO_4548	OG0000090	K08191	"exuT; MFS transporter, ACS family, hexuronate transporter"
Pto|4449	PSPTO_4549	OG0002004	K01707	kdgD; 5-dehydro-4-deoxyglucarate dehydratase [EC:4.2.1.41]
Pto|4450	PSPTO_4550	OG0000052	K05799	"pdhR; GntR family transcriptional regulator, transcriptional repressor for pyruvate dehydrogenase complex"
Pto|4451	PSPTO_4551	OG0001506	K02471	bacA; vitamin B12/bleomycin/antimicrobial peptide transport system ATP-binding/permease protein
Pto|4453	PSPTO_4553	OG0002201	K15012	"regA; two-component system, response regulator RegA"
Pto|4454	PSPTO_4554	OG0002200	K15011	"regB; two-component system, sensor histidine kinase RegB [EC:2.7.13.3]"
Pto|4455	PSPTO_4555	OG0002692		
Pto|4456	PSPTO_4556	OG0005253		
Pto|4457	PSPTO_4557	OG0000018	K02035	ABC.PE.S; peptide/nickel transport system substrate-binding protein
Pto|4458	PSPTO_4558	OG0000018	K02035	ABC.PE.S; peptide/nickel transport system substrate-binding protein
Pto|4459	PSPTO_4559	OG0000018	K02035	ABC.PE.S; peptide/nickel transport system substrate-binding protein
Pto|4460	PSPTO_4560	OG0000040		
Pto|4461	PSPTO_4561	OG0000018	K02035	ABC.PE.S; peptide/nickel transport system substrate-binding protein
Pto|4462	PSPTO_4562	OG0000036	K02033	ABC.PE.P; peptide/nickel transport system permease protein
Pto|4463	PSPTO_4563	OG0000037	K02034	ABC.PE.P1; peptide/nickel transport system permease protein
Pto|4464	PSPTO_4564	OG0000015	K02031	ABC.PE.A; peptide/nickel transport system ATP-binding protein
Pto|4465	PSPTO_4566	OG0000174		
Pto|4466	PSPTO_4567	OG0000138		
Pto|4467	PSPTO_4569	OG0000659	K00380	cysJ; sulfite reductase (NADPH) flavoprotein alpha-component [EC:1.8.1.2]
Pto|4468	PSPTO_4570	OG0006396		
Pto|4469	PSPTO_4571	OG0006397		
Pto|4470	PSPTO_4572	OG0003003	K01581	E4.1.1.17; ornithine decarboxylase [EC:4.1.1.17]
Pto|4471	PSPTO_4573			
Pto|4472	PSPTO_4574			
Pto|4473	PSPTO_4575	OG0000000	K02003	ABC.CD.A; putative ABC transport system ATP-binding protein
Pto|4474	PSPTO_4576	OG0000153	K05846	opuBD; osmoprotectant transport system permease protein
Pto|4475	PSPTO_4577	OG0000153	K05846	opuBD; osmoprotectant transport system permease protein
Pto|4476	PSPTO_4578	OG0000153	K05846	opuBD; osmoprotectant transport system permease protein
Pto|4477	PSPTO_4579	OG0001052	K02837	prfC; peptide chain release factor 3
Pto|4478	PSPTO_4580	OG0004363		
Pto|4479	PSPTO_4581	OG0000126	K03772	fkpA; FKBP-type peptidyl-prolyl cis-trans isomerase FkpA [EC:5.2.1.8]
Pto|4480	PSPTO_4582	OG0002981		
Pto|4481	PSPTO_4583	OG0002249		
Pto|4482	PSPTO_4584	OG0003494		
Pto|4483	PSPTO_4585	OG0002738	K04770	lonH; Lon-like ATP-dependent protease [EC:3.4.21.-]
Pto|4484	PSPTO_4586	OG0003052		
Pto|4485	PSPTO_4587	OG0003053		
Pto|4486	PSPTO_4588			
Pto|4487	PSPTO_4589			
Pto|4488	PSPTO_4590			
Pto|4489	PSPTO_4592			
Pto|4490	PSPTO_4593			
Pto|4491	PSPTO_4594			
Pto|4492	PSPTO_4595			
Pto|4494	PSPTO_4597			
Pto|4495	PSPTO_4599			
Pto|4496	PSPTO_4600	OG0003871		
Pto|4497	PSPTO_4601	OG0003055		
Pto|4498	PSPTO_4602	OG0000193	K15738	uup; ABC transport system ATP-binding/permease protein
Pto|4499	PSPTO_4603	OG0007751		
Pto|4500	PSPTO_4604			
Pto|4501	PSPTO_4605	OG0007750		
Pto|4502	PSPTO_4606			
Pto|4503	PSPTO_4607			
Pto|4504	PSPTO_4608			
Pto|4505	PSPTO_4609			
Pto|4506	PSPTO_4610	OG0002655		
Pto|4507	PSPTO_4611	OG0000798		
Pto|4508	PSPTO_4612	OG0000004	K04761	"oxyR; LysR family transcriptional regulator, hydrogen peroxide-inducible genes activator"
Pto|4509	PSPTO_4613	OG0002435		
Pto|4510	PSPTO_4614	OG0004011		
Pto|4511	PSPTO_4615	OG0000761	K01507	ppa; inorganic pyrophosphatase [EC:3.6.1.1]
Pto|4512	PSPTO_4616	OG0000591	K01689	ENO; enolase [EC:4.2.1.11]
Pto|4514	PSPTO_4618	OG0007732		
Pto|4515	PSPTO_4619	OG0000779	K03281	"TC.CIC; chloride channel protein, CIC family"
Pto|4517	PSPTO_4621	OG0003458		
Pto|4518	PSPTO_4622	OG0000050	K19591	"cueR; MerR family transcriptional regulator, copper efflux regulator"
Pto|4520	PSPTO_4624	OG0000005	K03406	mcp; methyl-accepting chemotaxis protein
Pto|4523	PSPTO_4627			
Pto|4524	PSPTO_4628			
Pto|4525	PSPTO_4629			
Pto|4526	PSPTO_4630	OG0001657		
Pto|4527	PSPTO_4631	OG0000002	K21023	mucR; diguanylate cyclase [EC:2.7.7.65]
Pto|4528	PSPTO_4632	OG0000237	K00600	glyA; glycine hydroxymethyltransferase [EC:2.1.2.1]
Pto|4529	PSPTO_4633	OG0000259		
Pto|4530	PSPTO_4634	OG0000259		
Pto|4531	PSPTO_4635	OG0000436		
Pto|4532	PSPTO_4636	OG0000161	K02234	cobW; cobalamin biosynthesis protein CobW
Pto|4533	PSPTO_4637	OG0001578		
Pto|4534	PSPTO_4638	OG0001212	K06200	cstA; carbon starvation protein
Pto|4535	PSPTO_4639	OG0003495		
Pto|4536	PSPTO_4640	OG0000947	K04485	radA; DNA repair protein RadA/Sms
Pto|4537	PSPTO_4641	OG0000676	K03282	mscL; large conductance mechanosensitive channel
Pto|4538	PSPTO_4642	OG0000917	K00528	fpr; ferredoxin/flavodoxin---NADP+ reductase [EC:1.18.1.2 1.19.1.1]
Pto|4539	PSPTO_4643	OG0000179	K07481	transposase
Pto|4540	PSPTO_4644	OG0000009	K07687	"rcsB; two-component system, NarL family, captular synthesis response regulator RcsB"
Pto|4541	PSPTO_4645	OG0002485	K11391	rlmG; 23S rRNA (guanine1835-N2)-methyltransferase [EC:2.1.1.174]
Pto|4542	PSPTO_4646	OG0003056		
Pto|4543	PSPTO_4647	OG0000404	K00426	cydB; cytochrome bd ubiquinol oxidase subunit II [EC:7.1.1.7]
Pto|4544	PSPTO_4648	OG0000326	K00425	cydA; cytochrome bd ubiquinol oxidase subunit I [EC:7.1.1.7]
Pto|4546	PSPTO_4650	OG0000614	K11177	yagR; xanthine dehydrogenase YagR molybdenum-binding subunit [EC:1.17.1.4]
Pto|4547	PSPTO_4651	OG0000562	K11178	yagS; xanthine dehydrogenase YagS FAD-binding subunit [EC:1.17.1.4]
Pto|4548	PSPTO_4652	OG0000247	K13483	yagT; xanthine dehydrogenase YagT iron-sulfur-binding subunit
Pto|4549	PSPTO_4653	OG0000448	K06901	"pbuG; putative MFS transporter, AGZA family, xanthine/uracil permease"
Pto|4550	PSPTO_4654	OG0002739	K00557	trmA; tRNA (uracil-5-)-methyltransferase [EC:2.1.1.35]
Pto|4551	PSPTO_4656	OG0000145	K08225	"entS; MFS transporter, ENTS family, enterobactin (siderophore) exporter"
Pto|4552	PSPTO_4657	OG0001082	K07054	uncharacterized protein
Pto|4553	PSPTO_4658	OG0003496		
Pto|4554	PSPTO_4659	OG0003057		
Pto|4555	PSPTO_4660	OG0001704	K10805	tesB; acyl-CoA thioesterase II [EC:3.1.2.-]
Pto|4557	PSPTO_4662	OG0001213	K04768	acuC; acetoin utilization protein AcuC
Pto|4558	PSPTO_4663	OG0002041		
